"CASE_ID"	"close_dt"	"start_dt"	"duration"
"584"	58552	2017-04-01	2016-06-01	304
"585"	58561	2017-04-01	2014-09-01	943
"586"	58583	2017-04-01	2016-08-01	243
"587"	58618	2017-04-01	2014-10-01	913
"588"	58638	2017-04-01	2014-10-01	913
"589"	58643	2017-04-01	2014-10-01	913
"590"	58668	2017-01-01	2014-10-01	823
"591"	58697	2017-04-01	2014-10-01	913
"592"	58702	2016-10-01	2014-10-01	731
"593"	58704	2016-06-01	2014-10-01	609
"594"	58712	2017-02-01	2014-10-01	854
"595"	58723	2017-04-01	2016-08-01	243
"596"	58734	2016-04-01	2016-03-01	31
"597"	58735	2016-05-01	2015-03-01	427
"598"	58761	2017-04-01	2015-09-01	578
"599"	58784	2016-12-01	2014-10-01	792
"600"	58787	2017-04-01	2016-03-01	396
"601"	58802	2016-09-01	2014-11-01	670
"602"	58824	2017-04-01	2016-12-01	121
"603"	58844	2016-11-01	2014-12-01	701
"604"	58857	2017-04-01	2014-12-01	852
"605"	58973	2017-04-01	2014-12-01	852
"606"	58994	2016-08-01	2015-01-01	578
"607"	58998	2017-04-01	2014-12-01	852
"608"	58999	2016-06-01	2015-01-01	517
"609"	59012	2017-04-01	2016-01-01	456
"610"	59034	2016-06-01	2016-03-01	92
"611"	59036	2016-05-01	2016-03-01	61
"612"	59054	2017-04-01	2015-01-01	821
"613"	59086	2016-04-01	2015-01-01	456
"614"	59093	2016-09-01	2015-01-01	609
"615"	59110	2017-04-01	2014-12-01	852
"616"	59156	2016-12-01	2015-02-01	669
"617"	59162	2016-10-01	2016-10-01	0
"618"	59180	2016-04-01	2016-02-01	60
"619"	59226	2017-04-01	2015-02-01	790
"620"	59233	2016-04-01	2016-02-01	60
"621"	59263	2016-04-01	2014-07-01	640
"622"	59282	2017-04-01	2015-01-01	821
"623"	59384	2017-04-01	2015-04-01	731
"624"	59398	2017-04-01	2016-12-01	121
"625"	59433	2017-04-01	2015-04-01	731
"626"	59457	2017-04-01	2015-04-01	731
"627"	59458	2017-04-01	2015-09-01	578
"628"	59465	2017-04-01	2015-04-01	731
"629"	59476	2016-06-01	2015-04-01	427
"630"	59486	2017-04-01	2015-04-01	731
"631"	59512	2017-04-01	2015-05-01	701
"632"	59576	2016-06-01	2015-05-01	397
"633"	59592	2017-04-01	2016-12-01	121
"634"	59605	2017-04-01	2015-05-01	701
"635"	59632	2017-04-01	2016-08-01	243
"636"	59661	2016-12-01	2015-05-01	580
"637"	59663	2017-04-01	2015-05-01	701
"638"	59677	2017-04-01	2015-05-01	701
"639"	59679	2017-04-01	2015-06-01	670
"640"	59693	2017-04-01	2016-01-01	456
"641"	59697	2017-04-01	2015-06-01	670
"642"	59717	2017-04-01	2015-06-01	670
"643"	59722	2017-04-01	2015-06-01	670
"644"	59765	2016-12-01	2015-06-01	549
"645"	59783	2017-04-01	2015-06-01	670
"646"	59798	2017-04-01	2015-06-01	670
"647"	59815	2017-04-01	2015-06-01	670
"648"	59841	2017-04-01	2015-07-01	640
"649"	59855	2017-04-01	2015-07-01	640
"650"	59883	2017-04-01	2015-07-01	640
"651"	59888	2017-04-01	2016-12-01	121
"652"	59899	2016-12-01	2015-07-01	519
"653"	59906	2017-01-01	2015-07-01	550
"654"	60003	2016-11-01	2015-08-01	458
"655"	60033	2017-04-01	2015-07-01	640
"656"	60035	2017-04-01	2015-08-01	609
"657"	60064	2017-04-01	2015-08-01	609
"658"	60071	2017-04-01	2015-08-01	609
"659"	60083	2016-10-01	2015-08-01	427
"660"	60090	2016-07-01	2015-08-01	335
"661"	60103	2016-08-01	2016-04-01	122
"662"	60111	2017-04-01	2015-08-01	609
"663"	60132	2017-04-01	2015-09-01	578
"664"	60133	2016-02-01	2015-08-01	184
"665"	60166	2017-04-01	2015-07-01	640
"666"	60173	2017-04-01	2015-09-01	578
"667"	60180	2017-04-01	2016-10-01	182
"668"	60205	2017-04-01	2015-09-01	578
"669"	60250	2017-04-01	2016-12-01	121
"670"	60298	2016-10-01	2016-08-01	61
"671"	60334	2016-12-01	2016-07-01	153
"672"	60372	2017-04-01	2015-10-01	548
"673"	60374	2017-04-01	2016-12-01	121
"674"	60380	2017-04-01	2015-10-01	548
"675"	60383	2017-04-01	2015-10-01	548
"676"	60400	2016-08-01	2015-10-01	305
"677"	60410	2017-04-01	2016-11-01	151
"678"	60414	2016-11-01	2015-10-01	397
"679"	60416	2017-04-01	2015-10-01	548
"680"	60441	2017-04-01	2015-11-01	517
"681"	60456	2017-04-01	2015-11-01	517
"682"	60497	2017-04-01	2015-11-01	517
"683"	60516	2017-04-01	2015-11-01	517
"684"	60533	2017-01-01	2015-11-01	427
"685"	60543	2017-01-01	2016-10-01	92
"686"	60549	2017-04-01	2015-12-01	487
"687"	60604	2017-04-01	2015-12-01	487
"688"	60612	2017-04-01	2015-12-01	487
"689"	60633	2017-04-01	2015-12-01	487
"690"	60639	2017-04-01	2016-02-01	425
"691"	60643	2017-04-01	2015-12-01	487
"692"	60671	2016-04-01	2015-12-01	122
"693"	60680	2017-04-01	2015-12-01	487
"694"	60694	2017-04-01	2015-11-01	517
"695"	60697	2016-01-01	2016-01-01	0
"696"	60699	2016-02-01	2016-01-01	31
"697"	60700	2017-04-01	2015-12-01	487
"698"	60701	2016-03-01	2016-01-01	60
"699"	60706	2017-04-01	2016-01-01	456
"700"	60707	2017-04-01	2016-01-01	456
"701"	60710	2017-04-01	2016-01-01	456
"702"	60713	2017-04-01	2016-01-01	456
"703"	60715	2016-01-01	2016-01-01	0
"704"	60718	2016-05-01	2016-01-01	121
"705"	60719	2016-01-01	2016-01-01	0
"706"	60720	2016-05-01	2016-01-01	121
"707"	60723	2016-05-01	2016-01-01	121
"708"	60729	2016-05-01	2016-01-01	121
"709"	60730	2017-04-01	2016-01-01	456
"710"	60731	2016-11-01	2016-06-01	153
"711"	60735	2016-01-01	2016-01-01	0
"712"	60736	2016-08-01	2016-01-01	213
"713"	60738	2016-09-01	2016-01-01	244
"714"	60740	2016-08-01	2016-01-01	213
"715"	60741	2016-07-01	2016-01-01	182
"716"	60743	2017-04-01	2016-01-01	456
"717"	60744	2016-04-01	2016-01-01	91
"718"	60745	2017-04-01	2016-01-01	456
"719"	60747	2016-02-01	2016-01-01	31
"720"	60750	2016-03-01	2016-01-01	60
"721"	60752	2016-07-01	2016-01-01	182
"722"	60753	2016-02-01	2016-01-01	31
"723"	60755	2016-04-01	2016-01-01	91
"724"	60756	2016-03-01	2016-01-01	60
"725"	60760	2016-02-01	2016-01-01	31
"726"	60762	2016-11-01	2016-01-01	305
"727"	60764	2017-04-01	2016-01-01	456
"728"	60766	2016-05-01	2016-01-01	121
"729"	60767	2016-07-01	2016-01-01	182
"730"	60770	2016-02-01	2016-01-01	31
"731"	60771	2016-03-01	2016-01-01	60
"732"	60772	2017-04-01	2016-01-01	456
"733"	60774	2016-05-01	2016-01-01	121
"734"	60777	2016-12-01	2016-01-01	335
"735"	60781	2016-11-01	2016-01-01	305
"736"	60782	2016-10-01	2016-01-01	274
"737"	60787	2016-06-01	2016-01-01	152
"738"	60788	2016-06-01	2016-03-01	92
"739"	60789	2017-04-01	2016-01-01	456
"740"	60793	2017-04-01	2016-02-01	425
"741"	60794	2017-04-01	2016-02-01	425
"742"	60799	2016-09-01	2016-02-01	213
"743"	60806	2016-09-01	2016-02-01	213
"744"	60807	2016-05-01	2016-01-01	121
"745"	60811	2016-10-01	2016-02-01	243
"746"	60814	2016-04-01	2016-01-01	91
"747"	60817	2016-11-01	2016-01-01	305
"748"	60818	2016-06-01	2016-02-01	121
"749"	60820	2017-04-01	2016-01-01	456
"750"	60821	2016-02-01	2016-01-01	31
"751"	60822	2017-04-01	2016-02-01	425
"752"	60823	2017-04-01	2016-02-01	425
"753"	60825	2017-04-01	2016-02-01	425
"754"	60829	2016-02-01	2016-01-01	31
"755"	60836	2016-06-01	2016-02-01	121
"756"	60838	2016-09-01	2016-02-01	213
"757"	60839	2016-07-01	2016-02-01	151
"758"	60841	2016-03-01	2016-02-01	29
"759"	60842	2016-11-01	2016-02-01	274
"760"	60843	2016-04-01	2016-02-01	60
"761"	60847	2016-12-01	2016-02-01	304
"762"	60850	2016-10-01	2016-01-01	274
"763"	60852	2017-04-01	2016-01-01	456
"764"	60853	2016-02-01	2016-02-01	0
"765"	60854	2016-04-01	2016-01-01	91
"766"	60856	2017-04-01	2016-04-01	365
"767"	60857	2016-09-01	2016-01-01	244
"768"	60859	2016-08-01	2016-02-01	182
"769"	60862	2017-04-01	2016-02-01	425
"770"	60863	2017-04-01	2016-02-01	425
"771"	60864	2016-12-01	2016-10-01	61
"772"	60869	2016-02-01	2016-02-01	0
"773"	60870	2017-04-01	2016-02-01	425
"774"	60871	2017-04-01	2016-02-01	425
"775"	60872	2016-05-01	2016-02-01	90
"776"	60873	2016-06-01	2016-02-01	121
"777"	60874	2016-06-01	2016-02-01	121
"778"	60875	2016-03-01	2016-02-01	29
"779"	60876	2016-06-01	2016-02-01	121
"780"	60877	2016-04-01	2016-02-01	60
"781"	60878	2017-04-01	2016-02-01	425
"782"	60882	2017-04-01	2016-02-01	425
"783"	60883	2016-12-01	2016-02-01	304
"784"	60884	2016-05-01	2016-02-01	90
"785"	60885	2016-04-01	2016-02-01	60
"786"	60888	2017-04-01	2016-02-01	425
"787"	60889	2016-04-01	2016-02-01	60
"788"	60890	2017-04-01	2016-02-01	425
"789"	60893	2016-08-01	2016-02-01	182
"790"	60895	2016-10-01	2016-02-01	243
"791"	60896	2017-04-01	2016-02-01	425
"792"	60897	2016-07-01	2016-02-01	151
"793"	60900	2017-04-01	2016-05-01	335
"794"	60901	2016-02-01	2016-02-01	0
"795"	60902	2017-04-01	2016-02-01	425
"796"	60903	2017-04-01	2016-02-01	425
"797"	60904	2016-04-01	2016-02-01	60
"798"	60906	2016-11-01	2016-02-01	274
"799"	60907	2017-04-01	2016-06-01	304
"800"	60908	2016-04-01	2016-02-01	60
"801"	60909	2017-04-01	2016-02-01	425
"802"	60914	2017-04-01	2016-02-01	425
"803"	60915	2017-04-01	2016-02-01	425
"804"	60916	2016-05-01	2016-02-01	90
"805"	60919	2017-04-01	2016-09-01	212
"806"	60920	2017-04-01	2016-03-01	396
"807"	60921	2016-02-01	2016-02-01	0
"808"	60923	2016-04-01	2016-03-01	31
"809"	60925	2016-07-01	2016-03-01	122
"810"	60928	2016-07-01	2016-03-01	122
"811"	60929	2017-02-01	2016-03-01	337
"812"	60930	2017-04-01	2016-01-01	456
"813"	60931	2016-07-01	2016-03-01	122
"814"	60932	2017-04-01	2016-03-01	396
"815"	60937	2016-11-01	2016-02-01	274
"816"	60938	2016-03-01	2016-03-01	0
"817"	60943	2017-04-01	2016-03-01	396
"818"	60945	2016-05-01	2016-03-01	61
"819"	60946	2017-04-01	2016-03-01	396
"820"	60948	2017-04-01	2016-03-01	396
"821"	60949	2017-04-01	2016-03-01	396
"822"	60950	2016-12-01	2016-03-01	275
"823"	60951	2016-05-01	2016-03-01	61
"824"	60953	2017-04-01	2016-03-01	396
"825"	60961	2016-04-01	2016-03-01	31
"826"	60962	2016-07-01	2016-03-01	122
"827"	60964	2016-06-01	2016-03-01	92
"828"	60966	2016-06-01	2016-03-01	92
"829"	60967	2016-05-01	2016-03-01	61
"830"	60968	2016-07-01	2016-03-01	122
"831"	60969	2017-04-01	2016-03-01	396
"832"	60970	2016-05-01	2016-03-01	61
"833"	60971	2016-06-01	2016-03-01	92
"834"	60972	2016-03-01	2016-03-01	0
"835"	60975	2016-05-01	2016-03-01	61
"836"	60978	2017-04-01	2016-03-01	396
"837"	60979	2017-04-01	2016-03-01	396
"838"	60980	2016-05-01	2016-03-01	61
"839"	60983	2016-07-01	2016-03-01	122
"840"	60984	2016-08-01	2016-03-01	153
"841"	60986	2016-08-01	2016-03-01	153
"842"	60988	2016-11-01	2016-03-01	245
"843"	60989	2016-04-01	2016-03-01	31
"844"	60990	2017-04-01	2016-03-01	396
"845"	60991	2016-11-01	2016-03-01	245
"846"	60994	2017-04-01	2016-03-01	396
"847"	60995	2016-10-01	2016-03-01	214
"848"	60996	2016-04-01	2016-03-01	31
"849"	60998	2016-03-01	2016-03-01	0
"850"	61000	2017-04-01	2016-03-01	396
"851"	61002	2017-04-01	2016-07-01	274
"852"	61003	2017-04-01	2016-03-01	396
"853"	61005	2016-04-01	2016-03-01	31
"854"	61006	2017-04-01	2016-03-01	396
"855"	61010	2016-08-01	2016-03-01	153
"856"	61011	2017-04-01	2016-03-01	396
"857"	61014	2017-04-01	2016-03-01	396
"858"	61015	2016-08-01	2016-03-01	153
"859"	61020	2016-07-01	2016-03-01	122
"860"	61022	2016-07-01	2016-03-01	122
"861"	61023	2017-04-01	2016-03-01	396
"862"	61024	2016-07-01	2016-03-01	122
"863"	61025	2017-04-01	2016-10-01	182
"864"	61026	2016-04-01	2016-03-01	31
"865"	61029	2017-04-01	2016-03-01	396
"866"	61033	2017-04-01	2016-03-01	396
"867"	61035	2016-04-01	2016-01-01	91
"868"	61037	2017-01-01	2016-03-01	306
"869"	61039	2016-10-01	2016-03-01	214
"870"	61040	2016-05-01	2016-03-01	61
"871"	61041	2016-05-01	2016-03-01	61
"872"	61043	2017-04-01	2016-03-01	396
"873"	61044	2016-04-01	2016-03-01	31
"874"	61045	2017-04-01	2016-03-01	396
"875"	61047	2016-09-01	2016-03-01	184
"876"	61053	2016-05-01	2016-04-01	30
"877"	61054	2016-11-01	2016-04-01	214
"878"	61055	2016-05-01	2016-03-01	61
"879"	61056	2016-04-01	2016-03-01	31
"880"	61057	2017-04-01	2016-04-01	365
"881"	61058	2016-07-01	2016-04-01	91
"882"	61060	2016-07-01	2016-04-01	91
"883"	61061	2016-05-01	2016-04-01	30
"884"	61062	2016-08-01	2016-04-01	122
"885"	61063	2017-04-01	2016-03-01	396
"886"	61064	2017-04-01	2016-04-01	365
"887"	61065	2017-04-01	2016-04-01	365
"888"	61066	2016-10-01	2016-04-01	183
"889"	61067	2016-07-01	2016-04-01	91
"890"	61068	2017-04-01	2016-04-01	365
"891"	61071	2017-04-01	2016-04-01	365
"892"	61073	2017-04-01	2016-04-01	365
"893"	61074	2016-07-01	2016-04-01	91
"894"	61080	2016-10-01	2016-04-01	183
"895"	61083	2017-04-01	2016-04-01	365
"896"	61084	2017-04-01	2016-04-01	365
"897"	61085	2016-05-01	2016-04-01	30
"898"	61086	2016-04-01	2016-04-01	0
"899"	61089	2016-09-01	2016-04-01	153
"900"	61095	2016-09-01	2016-04-01	153
"901"	61096	2017-04-01	2016-04-01	365
"902"	61100	2017-04-01	2016-04-01	365
"903"	61101	2017-04-01	2016-04-01	365
"904"	61103	2016-08-01	2016-04-01	122
"905"	61104	2016-08-01	2016-04-01	122
"906"	61106	2016-04-01	2016-04-01	0
"907"	61109	2016-08-01	2016-04-01	122
"908"	61110	2016-11-01	2016-06-01	153
"909"	61111	2016-12-01	2016-04-01	244
"910"	61112	2017-04-01	2016-04-01	365
"911"	61115	2016-09-01	2016-04-01	153
"912"	61116	2016-11-01	2016-04-01	214
"913"	61117	2017-04-01	2016-04-01	365
"914"	61118	2016-07-01	2016-04-01	91
"915"	61119	2016-04-01	2016-04-01	0
"916"	61120	2017-04-01	2016-04-01	365
"917"	61121	2017-04-01	2016-04-01	365
"918"	61122	2016-07-01	2016-04-01	91
"919"	61123	2016-07-01	2016-04-01	91
"920"	61128	2017-04-01	2016-04-01	365
"921"	61129	2017-04-01	2016-05-01	335
"922"	61130	2016-06-01	2016-04-01	61
"923"	61133	2016-08-01	2016-04-01	122
"924"	61134	2016-04-01	2016-03-01	31
"925"	61135	2016-06-01	2016-04-01	61
"926"	61136	2016-05-01	2016-04-01	30
"927"	61137	2016-06-01	2016-04-01	61
"928"	61142	2016-10-01	2016-04-01	183
"929"	61144	2017-04-01	2016-04-01	365
"930"	61145	2017-04-01	2016-04-01	365
"931"	61146	2016-06-01	2016-04-01	61
"932"	61148	2017-04-01	2016-04-01	365
"933"	61151	2017-01-01	2016-04-01	275
"934"	61152	2016-12-01	2016-04-01	244
"935"	61156	2017-04-01	2016-04-01	365
"936"	61158	2017-04-01	2016-04-01	365
"937"	61159	2016-06-01	2016-04-01	61
"938"	61160	2017-04-01	2016-04-01	365
"939"	61162	2017-04-01	2016-06-01	304
"940"	61163	2017-04-01	2016-04-01	365
"941"	61164	2016-07-01	2016-04-01	91
"942"	61165	2016-08-01	2016-04-01	122
"943"	61166	2017-04-01	2016-04-01	365
"944"	61167	2016-12-01	2016-05-01	214
"945"	61168	2016-12-01	2016-05-01	214
"946"	61170	2016-08-01	2016-05-01	92
"947"	61171	2016-07-01	2016-05-01	61
"948"	61175	2016-09-01	2016-05-01	123
"949"	61176	2016-11-01	2016-05-01	184
"950"	61179	2017-04-01	2016-05-01	335
"951"	61180	2016-06-01	2016-06-01	0
"952"	61181	2016-11-01	2016-05-01	184
"953"	61186	2016-12-01	2016-05-01	214
"954"	61190	2017-04-01	2016-07-01	274
"955"	61191	2017-04-01	2016-05-01	335
"956"	61192	2017-04-01	2016-05-01	335
"957"	61198	2016-05-01	2016-04-01	30
"958"	61200	2016-05-01	2016-04-01	30
"959"	61206	2016-06-01	2016-05-01	31
"960"	61208	2017-04-01	2016-06-01	304
"961"	61210	2016-09-01	2016-05-01	123
"962"	61212	2016-05-01	2016-05-01	0
"963"	61214	2016-09-01	2016-09-01	0
"964"	61215	2017-04-01	2016-05-01	335
"965"	61216	2016-12-01	2016-05-01	214
"966"	61217	2017-01-01	2016-05-01	245
"967"	61218	2016-08-01	2016-05-01	92
"968"	61219	2016-08-01	2016-05-01	92
"969"	61220	2017-04-01	2016-05-01	335
"970"	61221	2016-08-01	2016-05-01	92
"971"	61224	2016-10-01	2016-05-01	153
"972"	61227	2016-05-01	2016-05-01	0
"973"	61235	2016-10-01	2016-05-01	153
"974"	61240	2017-04-01	2016-05-01	335
"975"	61242	2017-04-01	2016-05-01	335
"976"	61243	2016-09-01	2016-05-01	123
"977"	61246	2016-08-01	2016-05-01	92
"978"	61247	2017-04-01	2016-05-01	335
"979"	61249	2017-04-01	2016-05-01	335
"980"	61253	2017-04-01	2016-05-01	335
"981"	61254	2016-06-01	2016-05-01	31
"982"	61255	2017-04-01	2016-05-01	335
"983"	61256	2016-08-01	2016-04-01	122
"984"	61257	2016-07-01	2016-05-01	61
"985"	61260	2016-06-01	2016-04-01	61
"986"	61261	2017-01-01	2016-05-01	245
"987"	61262	2017-04-01	2016-05-01	335
"988"	61264	2017-04-01	2016-05-01	335
"989"	61265	2017-04-01	2016-05-01	335
"990"	61269	2017-04-01	2016-05-01	335
"991"	61271	2016-10-01	2016-05-01	153
"992"	61274	2017-04-01	2016-08-01	243
"993"	61275	2016-07-01	2016-05-01	61
"994"	61278	2017-04-01	2016-05-01	335
"995"	61279	2016-06-01	2016-05-01	31
"996"	61282	2017-04-01	2016-06-01	304
"997"	61283	2017-04-01	2016-06-01	304
"998"	61285	2017-04-01	2016-05-01	335
"999"	61286	2017-04-01	2016-05-01	335
"1000"	61290	2016-11-01	2016-05-01	184
"1001"	61295	2017-04-01	2016-05-01	335
"1002"	61296	2017-04-01	2016-05-01	335
"1003"	61297	2017-04-01	2016-06-01	304
"1004"	61301	2016-06-01	2016-05-01	31
"1005"	61303	2017-04-01	2016-05-01	335
"1006"	61308	2016-09-01	2016-06-01	92
"1007"	61309	2017-04-01	2016-06-01	304
"1008"	61311	2016-06-01	2016-06-01	0
"1009"	61312	2016-08-01	2016-06-01	61
"1010"	61315	2017-04-01	2016-06-01	304
"1011"	61320	2017-04-01	2016-06-01	304
"1012"	61321	2017-04-01	2016-06-01	304
"1013"	61325	2016-08-01	2016-05-01	92
"1014"	61328	2017-04-01	2016-06-01	304
"1015"	61330	2017-04-01	2016-06-01	304
"1016"	61331	2017-04-01	2016-08-01	243
"1017"	61338	2016-10-01	2016-06-01	122
"1018"	61342	2017-04-01	2016-12-01	121
"1019"	61343	2017-04-01	2016-06-01	304
"1020"	61345	2017-04-01	2016-06-01	304
"1021"	61346	2016-11-01	2016-06-01	153
"1022"	61347	2016-06-01	2016-06-01	0
"1023"	61348	2016-09-01	2016-05-01	123
"1024"	61349	2016-08-01	2016-06-01	61
"1025"	61350	2016-09-01	2016-05-01	123
"1026"	61351	2016-12-01	2016-06-01	183
"1027"	61352	2017-04-01	2016-06-01	304
"1028"	61359	2017-04-01	2016-06-01	304
"1029"	61360	2017-01-01	2016-06-01	214
"1030"	61361	2017-04-01	2016-06-01	304
"1031"	61362	2017-04-01	2016-06-01	304
"1032"	61363	2017-04-01	2016-06-01	304
"1033"	61370	2017-04-01	2016-06-01	304
"1034"	61374	2016-06-01	2016-06-01	0
"1035"	61375	2016-06-01	2016-06-01	0
"1036"	61381	2016-12-01	2016-06-01	183
"1037"	61385	2017-04-01	2016-06-01	304
"1038"	61386	2017-04-01	2016-06-01	304
"1039"	61388	2016-07-01	2016-06-01	30
"1040"	61391	2017-04-01	2016-06-01	304
"1041"	61392	2017-04-01	2016-06-01	304
"1042"	61395	2016-09-01	2016-06-01	92
"1043"	61396	2016-09-01	2016-06-01	92
"1044"	61398	2017-04-01	2016-06-01	304
"1045"	61399	2017-04-01	2016-06-01	304
"1046"	61400	2016-07-01	2016-06-01	30
"1047"	61401	2017-04-01	2016-06-01	304
"1048"	61402	2016-10-01	2016-06-01	122
"1049"	61403	2017-04-01	2016-07-01	274
"1050"	61404	2017-04-01	2016-06-01	304
"1051"	61405	2017-04-01	2016-06-01	304
"1052"	61407	2016-08-01	2016-06-01	61
"1053"	61408	2017-04-01	2016-06-01	304
"1054"	61409	2016-07-01	2016-06-01	30
"1055"	61410	2016-07-01	2016-06-01	30
"1056"	61412	2016-09-01	2016-06-01	92
"1057"	61413	2017-04-01	2016-07-01	274
"1058"	61414	2017-04-01	2016-06-01	304
"1059"	61415	2016-07-01	2016-06-01	30
"1060"	61416	2016-07-01	2016-06-01	30
"1061"	61417	2016-08-01	2016-07-01	31
"1062"	61420	2017-04-01	2016-07-01	274
"1063"	61421	2017-04-01	2016-07-01	274
"1064"	61422	2017-04-01	2016-11-01	151
"1065"	61423	2017-04-01	2016-06-01	304
"1066"	61427	2017-04-01	2016-06-01	304
"1067"	61428	2017-04-01	2016-07-01	274
"1068"	61429	2017-04-01	2016-07-01	274
"1069"	61431	2016-10-01	2016-07-01	92
"1070"	61438	2017-04-01	2016-07-01	274
"1071"	61439	2017-04-01	2016-07-01	274
"1072"	61441	2016-08-01	2016-07-01	31
"1073"	61442	2017-04-01	2016-07-01	274
"1074"	61443	2017-04-01	2016-07-01	274
"1075"	61444	2017-04-01	2016-07-01	274
"1076"	61445	2017-04-01	2016-07-01	274
"1077"	61447	2017-04-01	2016-07-01	274
"1078"	61448	2016-09-01	2016-07-01	62
"1079"	61449	2016-08-01	2016-07-01	31
"1080"	61450	2017-04-01	2016-07-01	274
"1081"	61451	2016-12-01	2016-07-01	153
"1082"	61452	2017-04-01	2016-07-01	274
"1083"	61454	2016-10-01	2016-06-01	122
"1084"	61455	2016-08-01	2016-06-01	61
"1085"	61456	2017-01-01	2016-07-01	184
"1086"	61457	2017-01-01	2016-07-01	184
"1087"	61461	2017-04-01	2016-07-01	274
"1088"	61465	2017-04-01	2016-07-01	274
"1089"	61469	2016-07-01	2016-06-01	30
"1090"	61472	2016-07-01	2016-07-01	0
"1091"	61473	2017-04-01	2016-07-01	274
"1092"	61474	2017-04-01	2016-07-01	274
"1093"	61475	2017-04-01	2016-07-01	274
"1094"	61476	2016-07-01	2016-07-01	0
"1095"	61477	2016-06-01	2016-06-01	0
"1096"	61478	2016-08-01	2016-07-01	31
"1097"	61479	2016-10-01	2016-07-01	92
"1098"	61480	2017-04-01	2016-07-01	274
"1099"	61481	2016-09-01	2016-07-01	62
"1100"	61482	2017-04-01	2016-07-01	274
"1101"	61483	2017-04-01	2016-07-01	274
"1102"	61484	2016-09-01	2016-07-01	62
"1103"	61485	2016-07-01	2016-05-01	61
"1104"	61486	2017-04-01	2016-07-01	274
"1105"	61487	2017-04-01	2016-07-01	274
"1106"	61489	2016-10-01	2016-07-01	92
"1107"	61490	2017-04-01	2016-07-01	274
"1108"	61492	2017-01-01	2016-07-01	184
"1109"	61493	2017-04-01	2016-08-01	243
"1110"	61495	2016-11-01	2016-07-01	123
"1111"	61496	2016-12-01	2016-07-01	153
"1112"	61497	2017-04-01	2016-07-01	274
"1113"	61499	2017-01-01	2016-07-01	184
"1114"	61500	2016-07-01	2016-06-01	30
"1115"	61501	2016-09-01	2016-07-01	62
"1116"	61503	2017-01-01	2016-07-01	184
"1117"	61506	2016-11-01	2016-07-01	123
"1118"	61511	2016-08-01	2016-07-01	31
"1119"	61512	2017-04-01	2016-08-01	243
"1120"	61513	2017-04-01	2016-08-01	243
"1121"	61515	2017-04-01	2016-07-01	274
"1122"	61516	2016-09-01	2016-08-01	31
"1123"	61517	2016-09-01	2016-08-01	31
"1124"	61521	2016-09-01	2016-07-01	62
"1125"	61522	2017-04-01	2016-07-01	274
"1126"	61523	2016-08-01	2016-06-01	61
"1127"	61524	2017-04-01	2016-08-01	243
"1128"	61527	2017-04-01	2016-08-01	243
"1129"	61528	2017-04-01	2016-08-01	243
"1130"	61529	2016-12-01	2016-08-01	122
"1131"	61530	2017-04-01	2016-08-01	243
"1132"	61533	2016-09-01	2016-07-01	62
"1133"	61534	2017-04-01	2016-08-01	243
"1134"	61535	2016-09-01	2016-08-01	31
"1135"	61538	2017-04-01	2016-08-01	243
"1136"	61539	2017-04-01	2016-08-01	243
"1137"	61540	2016-12-01	2016-08-01	122
"1138"	61542	2016-10-01	2016-08-01	61
"1139"	61544	2017-04-01	2016-08-01	243
"1140"	61546	2017-04-01	2016-08-01	243
"1141"	61547	2016-09-01	2016-08-01	31
"1142"	61548	2017-04-01	2016-08-01	243
"1143"	61549	2017-04-01	2016-07-01	274
"1144"	61551	2017-04-01	2016-08-01	243
"1145"	61554	2016-09-01	2016-07-01	62
"1146"	61555	2017-04-01	2016-08-01	243
"1147"	61556	2017-04-01	2016-08-01	243
"1148"	61557	2017-04-01	2016-08-01	243
"1149"	61560	2017-04-01	2016-08-01	243
"1150"	61561	2017-04-01	2016-08-01	243
"1151"	61562	2016-11-01	2016-08-01	92
"1152"	61563	2017-04-01	2016-08-01	243
"1153"	61565	2016-08-01	2016-07-01	31
"1154"	61566	2016-12-01	2016-08-01	122
"1155"	61569	2017-04-01	2016-08-01	243
"1156"	61571	2016-11-01	2016-08-01	92
"1157"	61572	2017-04-01	2016-08-01	243
"1158"	61573	2017-04-01	2016-08-01	243
"1159"	61575	2017-01-01	2016-08-01	153
"1160"	61584	2017-01-01	2016-08-01	153
"1161"	61587	2016-12-01	2016-07-01	153
"1162"	61588	2017-04-01	2016-08-01	243
"1163"	61589	2017-04-01	2016-08-01	243
"1164"	61590	2017-04-01	2016-08-01	243
"1165"	61594	2016-12-01	2016-08-01	122
"1166"	61600	2017-04-01	2016-08-01	243
"1167"	61602	2016-10-01	2016-08-01	61
"1168"	61606	2017-04-01	2016-08-01	243
"1169"	61608	2017-04-01	2016-08-01	243
"1170"	61609	2016-11-01	2016-08-01	92
"1171"	61610	2017-04-01	2016-08-01	243
"1172"	61611	2016-10-01	2016-07-01	92
"1173"	61612	2017-04-01	2016-08-01	243
"1174"	61613	2017-04-01	2016-08-01	243
"1175"	61616	2016-09-01	2016-08-01	31
"1176"	61618	2017-04-01	2016-08-01	243
"1177"	61622	2016-12-01	2016-08-01	122
"1178"	61626	2017-04-01	2016-08-01	243
"1179"	61627	2016-10-01	2016-08-01	61
"1180"	61629	2017-04-01	2016-08-01	243
"1181"	61631	2016-08-01	2016-06-01	61
"1182"	61634	2016-09-01	2016-07-01	62
