CASE_ID,ACHA,AIU_CHILD,AIU_PARENT,CYF_KPL,CYF_PL_O,DA,DPW_FS,DPW_GA,DPW_SSI,DPW_TANF,EI,FSC,HACP,HH,IL_CHILD,JPO,JPO_CHILD,JPO_KPL,JPO_PL_O,MH,ID,nClose,Duration,place_Y
35495,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,4,0,F
36008,0,0,0,0,1,1,-1,-1,1,1,-1,0,0,-1,0,0,0,0,0,-1,0,3,31,F
36714,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,2,62,F
37967,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,4,397,F
38507,0,0,0,0,0,1,1,0,-1,-1,0,0,0,1,0,0,0,0,0,1,0,2,397,F
39033,1,0,0,0,-1,-1,1,0,1,1,0,0,-1,0,0,-1,0,0,-1,-1,0,2,153,F
39138,0,0,0,0,-1,-1,-1,0,0,1,0,0,1,-1,0,-1,0,0,-1,-1,0,2,184,F
39146,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,-1,0,2,184,F
39179,0,0,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,3,245,F
39962,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,0,-1,0,0,0,0,0,-1,0,2,184,F
40541,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,215,T
40747,-1,0,0,0,0,-1,1,-1,1,1,0,-1,0,-1,0,-1,0,0,-1,-1,0,1,397,F
41622,1,0,-1,0,1,-1,-1,0,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,2,62,F
41785,0,0,0,0,0,0,1,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,3,92,F
42009,-1,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,1,397,F
42049,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,1,-1,0,0,-1,0,2,0,F
42175,0,0,0,1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,1,1,0,-1,0,2,184,T
43069,-1,0,-1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0,-1,-1,0,3,123,F
43283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,276,F
47057,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,2,62,F
47089,0,0,0,0,0,-1,-1,0,1,1,0,0,-1,-1,0,0,0,0,0,-1,0,2,153,F
47106,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,61,F
47149,-1,0,0,1,0,-1,1,0,0,1,1,1,0,1,1,0,0,0,0,-1,0,3,397,T
47157,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,4,306,T
47220,0,0,0,-1,0,-1,1,0,-1,-1,1,0,0,0,0,-1,0,0,0,-1,1,3,276,F
47253,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,2,123,F
47271,0,0,0,0,-1,1,1,0,0,1,0,0,1,0,0,-1,0,0,0,1,0,3,31,F
47289,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,3,92,F
47530,-1,0,0,0,1,-1,1,0,1,1,-1,-1,-1,-1,1,0,0,0,0,-1,0,2,153,F
47536,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,92,F
47572,1,0,0,0,0,1,-1,-1,1,-1,0,0,0,-1,0,-1,0,0,0,-1,0,3,92,F
47573,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,4,0,F
47590,0,1,0,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,0,2,92,F
47592,1,-1,0,0,0,0,-1,0,-1,1,-1,-1,0,-1,0,0,0,0,0,1,-1,3,123,F
47653,-1,0,0,0,0,-1,1,-1,0,1,0,0,0,1,0,0,0,0,0,1,0,3,397,F
47655,0,0,0,0,-1,-1,-1,0,0,1,0,-1,1,0,0,-1,0,0,0,-1,0,3,30,F
47678,0,0,0,1,0,0,-1,0,-1,1,-1,-1,0,-1,0,-1,0,0,0,1,0,3,337,T
47740,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,2,184,T
47767,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,2,92,F
47775,0,0,0,0,-1,1,-1,0,-1,1,-1,0,0,0,0,-1,0,0,-1,-1,0,3,153,F
47804,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,-1,0,0,0,-1,0,2,123,F
47829,0,0,0,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,2,31,F
48227,1,0,0,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,0,0,0,1,0,5,184,T
48241,0,0,-1,0,0,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,1,1,-1,-1,0,2,92,F
48256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,F
48289,-1,0,0,1,-1,0,-1,0,1,0,0,-1,0,-1,0,0,0,0,0,-1,0,2,153,T
48296,0,-1,-1,0,1,-1,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,2,276,F
48337,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,2,153,F
48361,1,0,0,0,-1,-1,-1,0,-1,1,1,0,1,-1,0,0,0,0,0,-1,0,3,122,F
48366,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,2,31,F
48398,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,1,0,2,337,F
48433,-1,0,0,0,0,-1,-1,0,-1,1,0,-1,-1,-1,0,0,1,-1,0,-1,0,3,123,F
48475,1,0,0,0,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,3,153,F
48488,0,-1,-1,0,0,0,1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,2,337,F
48526,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,3,245,F
48532,0,0,0,1,0,1,-1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,3,153,T
48539,0,0,0,0,0,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,2,337,F
48555,0,-1,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,3,92,F
48565,0,0,0,0,0,1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,2,61,F
48613,0,-1,-1,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,2,31,F
48665,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,62,F
48717,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,4,215,F
48721,-1,-1,-1,0,0,-1,1,-1,1,-1,0,-1,1,0,0,-1,0,0,-1,-1,0,4,90,F
48753,0,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,2,183,F
48756,-1,-1,-1,1,0,1,-1,0,-1,-1,0,-1,0,0,1,0,0,0,0,-1,0,3,397,T
48776,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,F
48782,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,2,61,F
48805,0,0,0,0,0,1,-1,0,-1,-1,-1,-1,-1,1,0,-1,0,0,0,-1,-1,3,276,F
48810,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,3,123,F
48817,0,0,0,0,0,-1,1,-1,0,-1,0,0,0,-1,0,-1,0,0,0,1,0,2,153,F
48820,0,-1,-1,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,2,122,F
48828,-1,-1,-1,-1,0,0,-1,0,-1,1,-1,-1,1,0,0,0,0,0,0,1,0,3,184,F
48851,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,4,62,F
48879,0,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,275,F
48947,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,0,0,-1,-1,0,2,184,F
49016,0,-1,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,2,92,F
49055,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,3,152,F
49081,0,0,0,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,2,184,F
49086,1,0,0,1,0,1,-1,0,0,-1,0,0,1,1,0,-1,0,0,-1,1,0,2,397,T
49188,0,0,0,0,1,-1,1,0,0,-1,0,-1,1,-1,0,0,0,0,0,0,0,3,92,F
49410,-1,0,0,1,-1,1,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,1,0,2,397,T
49447,1,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,-1,0,0,-1,-1,0,4,122,F
49456,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,2,123,F
49551,0,0,0,0,0,-1,-1,0,-1,-1,0,0,1,0,0,-1,0,0,-1,1,0,2,62,F
49562,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,2,62,F
49568,0,0,0,1,0,-1,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,1,0,4,123,T
49584,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,1,-1,0,0,0,0,0,1,0,3,31,F
49634,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,2,62,F
49662,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,3,60,F
49678,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,0,0,-1,-1,0,2,153,F
49680,0,0,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,2,306,F
49689,1,0,0,0,0,0,1,0,0,-1,0,1,0,-1,0,0,0,0,0,1,0,2,30,F
49740,0,0,0,0,-1,1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,2,122,F
49870,1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,4,121,F
49946,-1,-1,-1,0,-1,0,-1,0,0,1,0,-1,1,0,0,-1,0,0,-1,-1,0,2,31,F
50096,0,0,0,0,0,1,-1,0,1,-1,0,-1,1,0,0,0,0,0,0,1,0,2,31,F
50199,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0,-1,-1,0,3,62,F
50263,-1,0,0,0,0,0,-1,0,1,1,0,-1,0,0,0,0,0,0,0,-1,-1,2,275,F
50545,0,0,0,0,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,3,275,F
50644,0,0,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,2,123,T
50647,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,3,153,F
50662,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,3,276,F
50805,1,0,0,0,0,1,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,1,0,2,123,F
50813,0,0,0,0,0,0,1,0,1,-1,0,-1,0,-1,0,0,0,0,0,1,0,5,183,F
50815,-1,0,0,-1,-1,1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,0,3,337,F
50867,0,0,0,1,0,-1,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,0,3,153,T
50874,0,0,0,1,-1,-1,1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,1,0,2,215,T
50942,1,-1,-1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,184,F
50985,0,0,0,0,-1,1,1,0,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,0,2,61,F
51053,1,0,0,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,0,-1,0,0,-1,-1,0,2,337,T
51085,-1,0,0,-1,0,-1,-1,0,0,1,-1,-1,0,-1,0,0,0,0,0,-1,0,3,123,F
51098,0,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,2,274,F
51129,-1,0,0,0,-1,-1,1,0,-1,-1,-1,-1,0,0,0,-1,0,0,-1,-1,0,4,31,F
51132,-1,0,0,1,-1,1,1,-1,-1,1,1,-1,-1,0,0,-1,0,0,-1,1,0,2,366,T
51178,0,0,0,0,-1,-1,1,0,0,-1,0,0,-1,0,-1,-1,-1,0,-1,-1,0,2,245,F
51184,0,-1,0,-1,1,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,2,337,F
51196,-1,0,0,1,1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,1,0,2,123,T
51306,0,0,0,0,1,0,-1,0,0,-1,0,0,1,-1,0,-1,0,0,-1,1,0,2,123,F
51334,-1,0,0,0,0,1,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,-1,-1,0,2,61,F
51337,1,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,245,F
51343,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,0,1,0,0,1,0,2,60,F
51388,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,92,F
51404,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,-1,-1,0,3,60,F
51416,0,0,0,0,0,-1,-1,-1,0,-1,-1,0,0,1,0,-1,0,0,-1,1,0,2,213,F
51473,1,1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,2,123,F
51485,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,182,F
51645,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,3,306,F
51650,-1,0,0,0,-1,-1,-1,0,1,1,-1,0,1,0,0,-1,0,0,-1,-1,0,2,0,F
51689,0,-1,0,0,0,1,1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,0,4,31,F
51692,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,214,T
51693,0,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,-1,0,0,-1,1,0,2,304,F
51696,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,2,61,F
51908,-1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,366,F
51910,-1,0,0,0,0,-1,-1,-1,-1,-1,0,1,0,-1,1,0,1,1,0,-1,0,1,337,F
51922,0,1,0,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,2,31,F
51950,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,0,5,62,F
52005,0,0,0,0,-1,-1,1,0,0,1,0,0,-1,0,1,0,0,0,0,-1,0,2,62,F
52058,0,-1,0,0,-1,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,4,62,F
52085,-1,-1,0,0,0,-1,-1,0,-1,1,0,-1,1,0,0,0,0,0,0,-1,-1,4,62,F
52145,0,0,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,0,-1,0,0,-1,-1,0,3,215,F
52184,0,0,-1,0,0,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,2,92,F
52204,-1,0,0,1,0,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,2,366,T
52223,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,1,0,3,31,F
52239,1,-1,0,0,-1,-1,-1,0,0,1,0,0,-1,-1,0,-1,1,0,-1,-1,0,2,153,F
52276,0,0,0,0,0,1,-1,-1,0,1,0,0,0,-1,0,0,0,0,0,1,0,2,0,F
52283,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,2,214,F
52302,0,0,0,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,2,184,F
52338,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,1,0,0,-1,0,2,184,F
52343,0,0,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,2,214,F
52359,-1,-1,-1,1,-1,0,-1,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,2,123,T
52372,0,0,0,0,-1,1,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,1,0,2,62,F
52375,0,0,-1,0,0,0,-1,0,-1,-1,0,-1,-1,1,0,-1,0,0,0,1,0,2,123,F
52396,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,0,-1,-1,0,2,61,F
52405,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,3,62,F
52485,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,4,30,F
52546,0,0,-1,0,0,0,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,3,60,F
52552,0,0,0,1,0,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,2,275,T
52761,0,0,0,0,0,0,1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,3,29,F
52926,-1,0,0,0,-1,-1,1,0,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,2,245,F
52937,0,0,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,3,31,F
52947,0,0,0,-1,0,-1,1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,4,92,F
52964,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,3,184,T
52971,0,0,0,1,1,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,2,275,T
52976,0,0,0,0,1,-1,-1,0,0,-1,0,-1,1,1,0,-1,0,0,0,1,0,2,91,F
53000,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,0,0,-1,0,0,-1,-1,0,2,276,F
53005,-1,-1,-1,0,0,0,-1,0,-1,0,-1,1,0,0,0,0,0,0,0,-1,0,2,122,F
53054,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,184,T
53115,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,2,214,F
53194,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,2,29,F
53200,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,2,215,T
53205,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,1,1,-1,-1,0,1,337,F
53215,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,2,61,F
53264,0,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,2,123,F
53266,-1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,2,92,F
53282,0,-1,0,-1,0,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,0,0,-1,-1,0,2,337,F
53305,-1,0,0,0,-1,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,2,184,F
53410,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,2,61,F
53426,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,2,62,F
53432,0,-1,0,1,1,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,1,1,-1,-1,0,2,92,T
53446,0,-1,0,0,0,-1,-1,-1,0,0,1,0,0,-1,0,0,0,0,0,1,0,2,215,F
53534,1,-1,-1,-1,0,-1,1,0,0,1,0,-1,0,-1,0,-1,-1,0,0,-1,0,3,31,F
53561,0,-1,-1,1,1,-1,-1,0,1,-1,0,-1,0,-1,0,-1,0,0,-1,-1,0,2,245,T
53573,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,2,31,F
53575,-1,-1,-1,0,0,-1,1,0,1,1,-1,-1,1,-1,0,0,0,0,0,1,0,4,306,F
53603,-1,0,0,0,-1,-1,-1,-1,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,2,0,F
53659,0,0,0,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,-1,1,0,3,153,F
53673,0,0,0,1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,-1,0,2,245,T
53679,0,0,0,0,0,1,-1,0,0,-1,0,0,-1,0,0,0,1,1,0,1,0,1,62,F
53688,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,3,123,F
53742,0,0,0,0,-1,0,1,0,0,1,0,0,1,0,0,-1,0,0,-1,-1,0,2,215,F
53793,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,-1,1,0,3,275,F
53838,0,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,3,92,F
53929,-1,1,0,-1,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,0,2,30,F
53948,-1,0,0,0,0,1,1,-1,1,1,0,0,1,0,0,0,0,0,0,1,0,2,31,F
54075,-1,0,0,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,1,0,3,31,F
54083,1,0,0,0,0,-1,-1,-1,0,1,0,0,0,-1,0,-1,0,0,-1,1,0,2,366,F
54120,0,0,0,0,0,-1,-1,0,0,1,0,-1,-1,1,0,-1,0,0,0,-1,0,2,215,F
54125,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,152,F
54158,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,0,2,31,F
54179,0,0,0,-1,0,1,-1,-1,-1,1,-1,0,0,0,0,-1,0,0,0,1,0,3,62,F
54207,0,0,0,-1,-1,-1,1,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,0,2,123,F
54231,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,3,337,F
54237,0,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,3,122,F
54256,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,-1,1,2,122,F
54269,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,3,91,F
54285,0,0,0,0,1,1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,2,245,F
54390,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,-1,0,2,62,F
54394,-1,-1,-1,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,2,61,F
54427,-1,0,0,1,0,0,-1,-1,1,0,1,0,0,-1,0,0,0,0,0,-1,0,2,306,T
54505,0,0,0,0,-1,-1,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,-1,0,3,92,F
54538,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,1,-1,0,0,1,0,1,245,F
54586,0,0,0,1,0,0,1,0,1,-1,0,0,1,-1,0,0,0,0,0,-1,-1,4,214,T
54600,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,2,276,F
54642,1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,2,91,F
54680,-1,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,1,0,3,366,F
54686,0,0,0,1,0,1,-1,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,2,62,T
54748,0,0,0,-1,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,2,121,F
54758,1,-1,-1,0,-1,-1,-1,0,0,1,0,-1,-1,1,0,0,0,0,0,1,0,3,91,F
54781,0,-1,0,-1,1,-1,-1,0,0,-1,0,0,0,0,1,1,1,-1,0,-1,0,1,92,F
54788,-1,1,0,-1,-1,-1,1,0,-1,1,-1,0,1,-1,-1,-1,-1,0,-1,-1,0,2,61,F
54814,-1,0,-1,0,-1,-1,1,0,1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,2,62,F
54856,0,-1,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,-1,-1,0,1,153,F
54859,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,2,184,F
54874,-1,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,-1,0,3,215,F
54935,1,0,0,0,0,0,1,0,0,-1,0,-1,0,1,0,0,0,0,0,1,0,3,215,F
54949,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,0,-1,0,2,31,F
54950,1,0,0,0,0,-1,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,2,215,F
54954,0,-1,-1,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,3,31,F
54968,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,3,153,T
55040,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,1,0,1,1,0,-1,-1,0,4,213,F
55059,0,0,0,0,0,-1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,2,62,F
55101,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,2,31,F
55112,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,0,2,92,F
55133,-1,-1,-1,0,1,-1,-1,0,-1,-1,0,-1,0,0,0,0,1,0,0,-1,0,2,62,F
55136,-1,-1,-1,0,0,-1,-1,0,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,2,61,F
55175,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,3,62,F
55198,1,0,0,-1,1,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,3,60,F
55219,0,-1,-1,-1,0,-1,1,0,1,-1,0,-1,0,-1,0,0,1,1,0,1,-1,3,276,F
55236,0,0,0,0,0,0,-1,0,-1,-1,0,0,1,0,0,0,-1,-1,0,-1,0,2,92,F
55245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,123,F
55273,0,1,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,123,T
55335,-1,0,0,0,-1,-1,-1,0,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,0,3,276,F
55383,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,2,92,F
