"CASE_ID","Placement","Housing","BasicNeeds","FSC","PlacementAsY","CloseTimes","Duration","duration2"
53205,TRUE,TRUE,TRUE,TRUE,TRUE,1,337,NA
53215,FALSE,FALSE,TRUE,FALSE,FALSE,2,61,61
53264,TRUE,FALSE,TRUE,TRUE,FALSE,2,123,NA
53266,FALSE,TRUE,TRUE,FALSE,TRUE,2,92,NA
53282,TRUE,TRUE,TRUE,FALSE,FALSE,2,337,NA
53305,TRUE,TRUE,TRUE,TRUE,TRUE,2,184,NA
53410,FALSE,FALSE,FALSE,FALSE,FALSE,2,61,61
53426,FALSE,FALSE,TRUE,FALSE,TRUE,2,62,NA
53432,FALSE,TRUE,TRUE,TRUE,TRUE,2,92,NA
53446,FALSE,TRUE,TRUE,FALSE,FALSE,2,215,NA
53534,TRUE,TRUE,FALSE,TRUE,FALSE,3,31,31
53561,FALSE,TRUE,TRUE,TRUE,TRUE,2,245,NA
53573,FALSE,TRUE,TRUE,FALSE,FALSE,2,31,31
53575,FALSE,TRUE,FALSE,TRUE,FALSE,4,306,NA
53603,TRUE,TRUE,TRUE,FALSE,FALSE,2,0,0
53659,TRUE,FALSE,TRUE,FALSE,TRUE,3,153,NA
53673,FALSE,FALSE,TRUE,TRUE,TRUE,2,245,NA
53679,FALSE,TRUE,TRUE,FALSE,FALSE,1,62,NA
53688,FALSE,FALSE,TRUE,TRUE,FALSE,3,123,NA
53742,TRUE,FALSE,FALSE,FALSE,FALSE,2,215,NA
53793,FALSE,TRUE,TRUE,FALSE,FALSE,3,275,275
53838,FALSE,FALSE,TRUE,FALSE,FALSE,3,92,NA
53929,TRUE,TRUE,TRUE,FALSE,FALSE,2,30,30
53948,FALSE,TRUE,TRUE,FALSE,FALSE,2,31,31
54075,FALSE,TRUE,TRUE,TRUE,FALSE,3,31,31
54083,FALSE,TRUE,TRUE,FALSE,FALSE,2,366,NA
54120,FALSE,TRUE,TRUE,TRUE,FALSE,2,215,NA
54125,FALSE,TRUE,TRUE,FALSE,FALSE,2,152,152
54158,FALSE,TRUE,TRUE,TRUE,FALSE,2,31,31
54179,TRUE,FALSE,TRUE,FALSE,FALSE,3,62,NA
54207,TRUE,FALSE,TRUE,FALSE,FALSE,2,123,NA
54231,TRUE,TRUE,TRUE,FALSE,FALSE,3,337,NA
54237,FALSE,FALSE,TRUE,FALSE,FALSE,3,122,122
54256,TRUE,TRUE,TRUE,TRUE,FALSE,2,122,122
54269,FALSE,TRUE,TRUE,TRUE,FALSE,3,91,91
54285,FALSE,TRUE,TRUE,FALSE,TRUE,2,245,NA
54390,TRUE,TRUE,TRUE,TRUE,FALSE,2,62,62
54394,FALSE,TRUE,TRUE,TRUE,FALSE,2,61,61
54427,FALSE,TRUE,TRUE,FALSE,TRUE,2,306,NA
54505,TRUE,FALSE,TRUE,FALSE,FALSE,3,92,NA
54538,FALSE,FALSE,TRUE,FALSE,FALSE,1,245,NA
54586,FALSE,TRUE,TRUE,FALSE,TRUE,4,214,214
54600,FALSE,FALSE,TRUE,FALSE,FALSE,2,276,NA
54642,FALSE,FALSE,TRUE,FALSE,FALSE,2,91,91
54680,FALSE,TRUE,TRUE,FALSE,FALSE,3,366,NA
54686,FALSE,FALSE,TRUE,FALSE,TRUE,2,62,NA
54748,TRUE,TRUE,FALSE,FALSE,FALSE,2,121,121
54758,TRUE,TRUE,TRUE,TRUE,FALSE,3,91,91
54781,TRUE,FALSE,TRUE,FALSE,TRUE,1,92,NA
54788,TRUE,TRUE,TRUE,FALSE,TRUE,2,61,61
54814,TRUE,TRUE,TRUE,TRUE,TRUE,2,62,NA
54856,TRUE,TRUE,TRUE,TRUE,FALSE,1,153,153
54859,FALSE,FALSE,TRUE,FALSE,FALSE,2,184,NA
54874,TRUE,TRUE,TRUE,TRUE,TRUE,3,215,NA
54935,FALSE,FALSE,TRUE,TRUE,FALSE,3,215,NA
54949,FALSE,FALSE,TRUE,FALSE,FALSE,2,31,31
54950,FALSE,TRUE,TRUE,TRUE,FALSE,2,215,NA
54954,FALSE,FALSE,TRUE,FALSE,FALSE,3,31,31
54968,FALSE,FALSE,TRUE,FALSE,TRUE,3,153,NA
55040,TRUE,TRUE,TRUE,TRUE,FALSE,4,213,213
55059,FALSE,TRUE,TRUE,FALSE,FALSE,2,62,NA
55101,FALSE,TRUE,TRUE,FALSE,FALSE,2,31,31
55112,TRUE,TRUE,TRUE,TRUE,TRUE,2,92,NA
55133,FALSE,TRUE,TRUE,TRUE,TRUE,2,62,NA
55136,FALSE,TRUE,TRUE,TRUE,FALSE,2,61,61
55175,TRUE,FALSE,TRUE,FALSE,FALSE,3,62,NA
55198,TRUE,FALSE,TRUE,TRUE,TRUE,3,60,60
55219,TRUE,TRUE,TRUE,TRUE,TRUE,3,276,NA
55236,FALSE,FALSE,TRUE,FALSE,FALSE,2,92,92
55245,FALSE,FALSE,FALSE,FALSE,FALSE,3,123,NA
55273,FALSE,FALSE,FALSE,FALSE,TRUE,2,123,NA
55335,TRUE,TRUE,TRUE,TRUE,FALSE,3,276,NA
55383,FALSE,TRUE,TRUE,FALSE,FALSE,2,92,NA
55392,FALSE,FALSE,TRUE,TRUE,FALSE,3,92,NA
55504,FALSE,FALSE,TRUE,FALSE,FALSE,2,121,121
55525,FALSE,FALSE,FALSE,FALSE,FALSE,2,153,153
55600,TRUE,TRUE,TRUE,TRUE,FALSE,3,337,NA
55615,FALSE,TRUE,TRUE,FALSE,TRUE,2,122,122
55623,FALSE,TRUE,TRUE,TRUE,FALSE,2,337,NA
55700,FALSE,FALSE,TRUE,TRUE,FALSE,3,61,61
55719,FALSE,FALSE,TRUE,FALSE,TRUE,4,184,NA
55823,FALSE,FALSE,FALSE,FALSE,FALSE,2,184,NA
55839,FALSE,FALSE,FALSE,FALSE,FALSE,3,153,NA
55841,FALSE,TRUE,FALSE,FALSE,TRUE,2,31,31
55869,FALSE,FALSE,TRUE,FALSE,FALSE,2,123,NA
55881,TRUE,TRUE,TRUE,FALSE,FALSE,2,245,NA
55993,FALSE,TRUE,TRUE,TRUE,TRUE,2,91,91
56007,TRUE,FALSE,TRUE,FALSE,FALSE,2,397,NA
56008,TRUE,TRUE,TRUE,FALSE,TRUE,3,306,NA
56103,FALSE,TRUE,TRUE,FALSE,FALSE,3,62,NA
56115,FALSE,TRUE,FALSE,FALSE,TRUE,2,31,31
56122,FALSE,FALSE,FALSE,FALSE,FALSE,3,123,NA
56127,FALSE,TRUE,TRUE,FALSE,FALSE,2,153,153
56141,FALSE,FALSE,TRUE,FALSE,FALSE,2,92,NA
56156,FALSE,TRUE,TRUE,TRUE,FALSE,2,62,62
56183,FALSE,FALSE,TRUE,FALSE,FALSE,2,337,NA
56191,FALSE,TRUE,FALSE,TRUE,FALSE,3,366,NA
56197,TRUE,FALSE,TRUE,FALSE,FALSE,2,62,62
56237,FALSE,FALSE,TRUE,FALSE,TRUE,2,397,NA
56265,FALSE,FALSE,TRUE,FALSE,FALSE,1,275,275
56306,FALSE,TRUE,TRUE,FALSE,FALSE,2,123,NA
56314,FALSE,TRUE,TRUE,FALSE,FALSE,2,61,61
56318,FALSE,TRUE,FALSE,FALSE,TRUE,2,397,NA
56319,FALSE,FALSE,FALSE,FALSE,FALSE,2,366,NA
56370,FALSE,FALSE,FALSE,FALSE,FALSE,2,153,153
56397,FALSE,TRUE,TRUE,TRUE,FALSE,3,92,NA
56405,FALSE,FALSE,TRUE,FALSE,TRUE,2,92,NA
56490,TRUE,FALSE,FALSE,FALSE,FALSE,2,153,153
56499,TRUE,FALSE,FALSE,TRUE,FALSE,2,91,91
56504,FALSE,TRUE,TRUE,FALSE,FALSE,2,215,NA
56525,TRUE,FALSE,TRUE,FALSE,FALSE,3,184,NA
56531,FALSE,FALSE,TRUE,FALSE,FALSE,3,62,NA
56538,FALSE,FALSE,FALSE,FALSE,TRUE,2,92,92
56549,FALSE,FALSE,TRUE,TRUE,FALSE,2,92,92
56561,TRUE,FALSE,TRUE,FALSE,FALSE,2,61,61
56588,FALSE,TRUE,TRUE,TRUE,FALSE,2,62,NA
56638,FALSE,FALSE,TRUE,FALSE,TRUE,2,397,NA
56660,TRUE,TRUE,TRUE,TRUE,FALSE,2,61,61
56685,TRUE,FALSE,TRUE,FALSE,FALSE,2,366,NA
56693,FALSE,FALSE,TRUE,FALSE,FALSE,3,123,NA
56725,TRUE,TRUE,TRUE,TRUE,FALSE,2,275,275
56744,FALSE,FALSE,FALSE,TRUE,FALSE,2,153,NA
56768,TRUE,TRUE,TRUE,TRUE,TRUE,2,92,92
56799,FALSE,TRUE,TRUE,FALSE,FALSE,2,62,NA
56804,FALSE,FALSE,TRUE,FALSE,TRUE,3,184,NA
56813,FALSE,TRUE,TRUE,FALSE,TRUE,2,306,NA
56840,TRUE,TRUE,TRUE,FALSE,FALSE,3,215,NA
56847,FALSE,FALSE,TRUE,FALSE,FALSE,2,92,92
56860,FALSE,FALSE,TRUE,FALSE,TRUE,3,123,123
56865,FALSE,FALSE,FALSE,TRUE,FALSE,2,153,153
56912,FALSE,FALSE,TRUE,FALSE,TRUE,2,29,29
56925,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0
57046,FALSE,TRUE,TRUE,FALSE,FALSE,2,245,NA
57088,FALSE,FALSE,FALSE,FALSE,TRUE,2,305,305
57145,FALSE,FALSE,TRUE,TRUE,FALSE,2,31,31
57158,FALSE,TRUE,TRUE,FALSE,FALSE,2,31,31
57164,TRUE,FALSE,TRUE,FALSE,TRUE,2,153,NA
57171,FALSE,FALSE,TRUE,TRUE,TRUE,2,30,30
57217,FALSE,TRUE,TRUE,FALSE,FALSE,2,184,NA
57274,FALSE,FALSE,TRUE,FALSE,FALSE,2,91,91
57303,FALSE,TRUE,TRUE,TRUE,FALSE,3,153,153
57410,FALSE,FALSE,TRUE,FALSE,FALSE,2,153,153
57436,FALSE,FALSE,FALSE,FALSE,FALSE,2,60,60
57444,FALSE,TRUE,FALSE,FALSE,TRUE,3,31,31
57490,FALSE,TRUE,FALSE,FALSE,FALSE,2,275,275
57492,FALSE,TRUE,TRUE,FALSE,TRUE,2,276,NA
57509,FALSE,FALSE,TRUE,TRUE,FALSE,3,276,NA
57525,FALSE,TRUE,FALSE,FALSE,TRUE,2,92,NA
57556,TRUE,FALSE,TRUE,FALSE,FALSE,3,92,NA
57623,TRUE,FALSE,TRUE,FALSE,FALSE,3,0,0
57630,FALSE,TRUE,TRUE,TRUE,TRUE,4,184,NA
57663,FALSE,TRUE,TRUE,FALSE,FALSE,3,123,NA
57683,FALSE,TRUE,FALSE,TRUE,TRUE,3,184,NA
57697,TRUE,FALSE,TRUE,FALSE,TRUE,1,92,NA
57698,TRUE,TRUE,TRUE,TRUE,TRUE,2,153,153
57728,FALSE,FALSE,TRUE,FALSE,FALSE,2,92,NA
57732,TRUE,TRUE,TRUE,TRUE,FALSE,3,335,335
57744,FALSE,FALSE,TRUE,FALSE,TRUE,2,397,NA
57759,FALSE,FALSE,FALSE,FALSE,FALSE,2,62,NA
57816,FALSE,FALSE,TRUE,FALSE,FALSE,2,306,NA
57840,FALSE,TRUE,TRUE,FALSE,TRUE,3,153,NA
57870,FALSE,TRUE,TRUE,FALSE,TRUE,1,123,NA
57887,FALSE,FALSE,FALSE,TRUE,FALSE,2,92,92
57972,FALSE,FALSE,TRUE,FALSE,FALSE,2,245,NA
58022,FALSE,TRUE,TRUE,FALSE,TRUE,2,215,NA
58040,TRUE,TRUE,TRUE,TRUE,TRUE,2,31,31
58080,TRUE,TRUE,TRUE,FALSE,FALSE,3,153,NA
58092,FALSE,FALSE,TRUE,TRUE,FALSE,2,62,NA
58181,FALSE,TRUE,FALSE,TRUE,FALSE,2,92,NA
58232,TRUE,TRUE,TRUE,TRUE,FALSE,2,184,NA
58245,FALSE,TRUE,TRUE,FALSE,FALSE,3,61,61
58280,FALSE,TRUE,TRUE,TRUE,FALSE,3,92,NA
58291,FALSE,TRUE,TRUE,FALSE,FALSE,3,123,NA
58302,FALSE,FALSE,FALSE,FALSE,FALSE,2,214,214
58339,FALSE,TRUE,TRUE,FALSE,FALSE,2,337,NA
58347,TRUE,FALSE,TRUE,FALSE,FALSE,1,92,NA
58379,TRUE,TRUE,TRUE,FALSE,FALSE,4,276,NA
58381,FALSE,FALSE,TRUE,FALSE,TRUE,2,214,214
58383,FALSE,TRUE,FALSE,FALSE,FALSE,2,122,122
58406,TRUE,FALSE,TRUE,FALSE,FALSE,2,92,NA
58427,TRUE,FALSE,TRUE,FALSE,FALSE,2,153,153
58428,FALSE,FALSE,TRUE,FALSE,TRUE,3,215,NA
58431,FALSE,FALSE,TRUE,FALSE,FALSE,1,61,61
58447,FALSE,TRUE,TRUE,FALSE,FALSE,2,61,61
58451,TRUE,FALSE,TRUE,TRUE,FALSE,2,61,61
58463,TRUE,FALSE,TRUE,FALSE,FALSE,2,61,61
58492,FALSE,TRUE,TRUE,FALSE,FALSE,2,123,NA
58552,TRUE,TRUE,TRUE,TRUE,TRUE,2,245,NA
58561,FALSE,FALSE,TRUE,FALSE,TRUE,2,62,NA
58583,FALSE,TRUE,TRUE,TRUE,TRUE,3,215,NA
58618,FALSE,TRUE,TRUE,FALSE,TRUE,2,337,NA
58638,FALSE,TRUE,TRUE,FALSE,FALSE,3,184,NA
58643,FALSE,FALSE,TRUE,FALSE,FALSE,2,184,NA
58668,FALSE,TRUE,TRUE,FALSE,FALSE,2,31,31
58697,FALSE,FALSE,TRUE,TRUE,TRUE,1,337,NA
58702,FALSE,TRUE,FALSE,FALSE,FALSE,2,183,183
58704,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,0
58712,FALSE,TRUE,FALSE,FALSE,TRUE,3,123,123
58723,FALSE,TRUE,TRUE,FALSE,FALSE,1,184,NA
58734,FALSE,TRUE,TRUE,FALSE,FALSE,2,31,31
58735,FALSE,TRUE,TRUE,FALSE,FALSE,3,90,90
58761,FALSE,FALSE,FALSE,FALSE,FALSE,3,184,NA
58784,TRUE,FALSE,TRUE,FALSE,FALSE,2,275,275
58787,FALSE,TRUE,TRUE,FALSE,FALSE,1,337,NA
58802,FALSE,TRUE,TRUE,TRUE,FALSE,3,184,184
58824,FALSE,TRUE,TRUE,FALSE,FALSE,3,306,NA
58844,FALSE,FALSE,TRUE,FALSE,FALSE,2,123,123
58857,TRUE,TRUE,TRUE,FALSE,TRUE,2,276,NA
58973,FALSE,TRUE,TRUE,FALSE,TRUE,2,306,NA
58994,TRUE,FALSE,TRUE,TRUE,FALSE,2,31,31
58998,FALSE,FALSE,TRUE,FALSE,TRUE,2,245,NA
58999,FALSE,FALSE,TRUE,FALSE,FALSE,2,121,121
59012,FALSE,TRUE,TRUE,FALSE,FALSE,2,397,NA
59034,FALSE,FALSE,FALSE,TRUE,FALSE,2,92,92
59036,FALSE,TRUE,FALSE,FALSE,TRUE,2,61,61
59054,TRUE,TRUE,TRUE,FALSE,TRUE,2,123,NA
59086,FALSE,FALSE,TRUE,FALSE,FALSE,2,91,91
59093,TRUE,TRUE,TRUE,FALSE,TRUE,2,62,62
59110,TRUE,FALSE,FALSE,FALSE,FALSE,2,123,NA
59156,FALSE,TRUE,TRUE,FALSE,TRUE,2,61,61
59162,FALSE,TRUE,TRUE,TRUE,FALSE,2,153,153
59180,FALSE,FALSE,TRUE,FALSE,FALSE,2,60,60
59226,FALSE,FALSE,TRUE,FALSE,TRUE,2,215,NA
59233,FALSE,TRUE,TRUE,FALSE,FALSE,2,60,60
59263,TRUE,TRUE,TRUE,FALSE,FALSE,3,60,60
59282,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,NA
59384,TRUE,TRUE,TRUE,TRUE,FALSE,2,123,NA
59398,FALSE,TRUE,TRUE,FALSE,FALSE,2,153,NA
59433,TRUE,FALSE,TRUE,FALSE,FALSE,2,306,NA
59457,TRUE,FALSE,TRUE,TRUE,FALSE,3,276,NA
59458,FALSE,TRUE,TRUE,FALSE,TRUE,2,92,NA
59465,FALSE,FALSE,TRUE,TRUE,FALSE,2,92,NA
59476,FALSE,TRUE,TRUE,FALSE,FALSE,2,152,152
59486,FALSE,FALSE,TRUE,TRUE,TRUE,2,215,NA
59512,FALSE,TRUE,FALSE,FALSE,FALSE,2,62,NA
59576,FALSE,FALSE,FALSE,FALSE,FALSE,2,121,121
59592,TRUE,TRUE,TRUE,TRUE,FALSE,2,62,NA
59605,FALSE,TRUE,TRUE,FALSE,FALSE,2,62,NA
59632,FALSE,FALSE,TRUE,FALSE,FALSE,2,184,NA
59661,TRUE,FALSE,FALSE,FALSE,FALSE,2,183,183
59663,FALSE,FALSE,FALSE,FALSE,FALSE,2,62,NA
59677,FALSE,FALSE,FALSE,FALSE,FALSE,2,92,NA
59679,TRUE,TRUE,TRUE,TRUE,FALSE,2,184,NA
59693,FALSE,TRUE,TRUE,FALSE,TRUE,1,366,NA
59697,TRUE,TRUE,TRUE,TRUE,FALSE,2,276,NA
59717,TRUE,FALSE,TRUE,FALSE,TRUE,1,337,NA
59722,TRUE,FALSE,TRUE,FALSE,TRUE,2,92,NA
59765,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,0
59783,FALSE,FALSE,FALSE,FALSE,TRUE,1,92,NA
59798,FALSE,FALSE,TRUE,FALSE,TRUE,2,123,NA
59815,FALSE,TRUE,TRUE,TRUE,TRUE,2,276,NA
59841,FALSE,TRUE,TRUE,FALSE,FALSE,2,62,NA
59855,FALSE,FALSE,TRUE,FALSE,FALSE,2,153,NA
59883,FALSE,TRUE,TRUE,FALSE,FALSE,2,337,NA
59888,TRUE,TRUE,TRUE,FALSE,FALSE,2,62,NA
59899,FALSE,FALSE,TRUE,FALSE,FALSE,2,61,61
59906,TRUE,TRUE,TRUE,TRUE,TRUE,2,214,214
60003,FALSE,FALSE,FALSE,FALSE,FALSE,2,153,153
60033,FALSE,FALSE,TRUE,FALSE,FALSE,2,184,NA
60035,TRUE,TRUE,TRUE,TRUE,FALSE,2,123,NA
60064,FALSE,TRUE,TRUE,TRUE,FALSE,2,184,NA
60071,FALSE,TRUE,FALSE,FALSE,TRUE,2,366,NA
60083,FALSE,FALSE,TRUE,FALSE,FALSE,2,61,61
60090,TRUE,TRUE,TRUE,FALSE,FALSE,2,122,122
60103,FALSE,FALSE,FALSE,FALSE,FALSE,1,122,122
60111,FALSE,FALSE,TRUE,FALSE,TRUE,2,123,NA
60132,FALSE,FALSE,TRUE,TRUE,FALSE,2,62,NA
60133,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,0
60166,TRUE,TRUE,TRUE,FALSE,FALSE,2,123,NA
60173,FALSE,FALSE,FALSE,FALSE,TRUE,2,123,NA
60180,FALSE,TRUE,TRUE,FALSE,FALSE,2,123,NA
60205,TRUE,TRUE,TRUE,FALSE,TRUE,2,306,NA
60250,FALSE,FALSE,TRUE,FALSE,FALSE,2,62,NA
60298,TRUE,TRUE,TRUE,TRUE,FALSE,2,61,61
60334,TRUE,TRUE,TRUE,TRUE,FALSE,2,153,153
60372,FALSE,TRUE,TRUE,FALSE,FALSE,2,92,NA
60374,TRUE,TRUE,TRUE,FALSE,TRUE,2,306,NA
60380,FALSE,FALSE,TRUE,FALSE,TRUE,2,123,NA
60383,FALSE,FALSE,TRUE,TRUE,FALSE,2,245,NA
60400,FALSE,FALSE,FALSE,FALSE,FALSE,2,31,31
60410,FALSE,TRUE,TRUE,FALSE,FALSE,2,92,NA
60414,FALSE,FALSE,TRUE,FALSE,FALSE,2,92,92
60416,FALSE,FALSE,FALSE,FALSE,FALSE,2,62,NA
60441,FALSE,FALSE,FALSE,FALSE,FALSE,2,62,NA
60456,TRUE,TRUE,TRUE,TRUE,TRUE,2,62,NA
60497,TRUE,TRUE,TRUE,TRUE,TRUE,2,276,NA
60516,TRUE,FALSE,TRUE,TRUE,FALSE,2,397,NA
60533,FALSE,TRUE,TRUE,FALSE,TRUE,2,184,184
60543,FALSE,FALSE,TRUE,TRUE,FALSE,2,92,92
60549,TRUE,TRUE,TRUE,FALSE,TRUE,2,123,NA
60604,FALSE,FALSE,TRUE,FALSE,FALSE,2,62,NA
60612,FALSE,TRUE,TRUE,FALSE,TRUE,2,92,NA
60633,FALSE,FALSE,TRUE,FALSE,FALSE,2,184,NA
60639,TRUE,TRUE,TRUE,TRUE,FALSE,2,184,NA
60643,FALSE,FALSE,TRUE,FALSE,FALSE,2,337,NA
60671,FALSE,FALSE,TRUE,FALSE,FALSE,2,31,31
60680,TRUE,TRUE,TRUE,TRUE,FALSE,2,153,NA
60694,TRUE,FALSE,FALSE,FALSE,FALSE,1,397,NA
60697,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
60699,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,31
60700,TRUE,TRUE,TRUE,TRUE,FALSE,2,123,NA
60701,TRUE,FALSE,TRUE,TRUE,FALSE,1,60,60
60706,FALSE,TRUE,TRUE,FALSE,FALSE,2,62,NA
60707,FALSE,FALSE,FALSE,FALSE,FALSE,1,397,NA
60710,TRUE,FALSE,TRUE,FALSE,FALSE,1,397,NA
60713,FALSE,FALSE,FALSE,FALSE,FALSE,1,397,NA
60715,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,0
60718,TRUE,TRUE,TRUE,TRUE,TRUE,1,121,121
60719,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
60720,FALSE,TRUE,FALSE,FALSE,TRUE,1,121,121
60723,FALSE,FALSE,FALSE,FALSE,FALSE,1,121,121
60729,FALSE,FALSE,TRUE,TRUE,FALSE,1,121,121
60730,FALSE,FALSE,FALSE,FALSE,FALSE,1,397,NA
60731,TRUE,TRUE,TRUE,TRUE,TRUE,1,305,305
60735,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
60736,FALSE,FALSE,TRUE,FALSE,FALSE,1,213,213
60738,FALSE,FALSE,FALSE,FALSE,FALSE,1,244,244
60740,FALSE,TRUE,FALSE,FALSE,FALSE,1,213,213
60741,TRUE,TRUE,TRUE,TRUE,FALSE,1,182,182
60743,TRUE,FALSE,TRUE,FALSE,TRUE,1,397,NA
60744,FALSE,FALSE,TRUE,FALSE,TRUE,1,91,91
60745,FALSE,FALSE,TRUE,FALSE,TRUE,1,397,NA
60747,FALSE,TRUE,FALSE,FALSE,FALSE,1,31,31
60750,TRUE,TRUE,TRUE,TRUE,FALSE,1,60,60
60752,FALSE,TRUE,TRUE,FALSE,FALSE,1,182,182
60753,TRUE,FALSE,FALSE,TRUE,FALSE,1,31,31
60755,FALSE,TRUE,FALSE,FALSE,FALSE,1,91,91
60756,FALSE,FALSE,FALSE,FALSE,FALSE,1,60,60
60760,FALSE,FALSE,TRUE,FALSE,FALSE,1,31,31
60762,FALSE,FALSE,FALSE,FALSE,FALSE,1,305,305
60764,FALSE,FALSE,TRUE,FALSE,FALSE,1,397,NA
60766,FALSE,TRUE,TRUE,FALSE,TRUE,1,121,121
60767,FALSE,FALSE,FALSE,FALSE,FALSE,1,182,182
60770,FALSE,FALSE,FALSE,FALSE,FALSE,1,31,31
60771,FALSE,FALSE,FALSE,FALSE,TRUE,1,60,60
60772,TRUE,FALSE,TRUE,FALSE,TRUE,1,397,NA
60774,FALSE,FALSE,FALSE,FALSE,FALSE,1,121,121
60777,FALSE,FALSE,TRUE,FALSE,FALSE,1,335,335
60781,FALSE,FALSE,TRUE,FALSE,FALSE,1,305,305
60782,FALSE,FALSE,FALSE,FALSE,FALSE,1,274,274
60787,FALSE,FALSE,TRUE,FALSE,FALSE,1,152,152
60788,FALSE,FALSE,TRUE,FALSE,TRUE,1,152,152
60789,FALSE,TRUE,TRUE,FALSE,FALSE,1,397,NA
60793,FALSE,FALSE,TRUE,TRUE,FALSE,1,366,NA
60794,TRUE,FALSE,TRUE,TRUE,TRUE,1,366,NA
60799,FALSE,FALSE,TRUE,FALSE,FALSE,1,213,213
60806,FALSE,FALSE,FALSE,FALSE,FALSE,1,213,213
60807,FALSE,TRUE,FALSE,FALSE,FALSE,1,121,121
60811,FALSE,FALSE,FALSE,FALSE,FALSE,1,243,243
60814,FALSE,FALSE,FALSE,FALSE,FALSE,1,91,91
60817,FALSE,TRUE,FALSE,TRUE,FALSE,2,184,184
60818,FALSE,FALSE,TRUE,FALSE,FALSE,1,121,121
60820,FALSE,FALSE,FALSE,FALSE,FALSE,1,397,NA
60821,TRUE,TRUE,TRUE,FALSE,FALSE,1,31,31
60822,FALSE,FALSE,FALSE,FALSE,TRUE,1,366,NA
60823,FALSE,TRUE,TRUE,FALSE,TRUE,1,366,NA
60825,TRUE,FALSE,FALSE,FALSE,FALSE,1,366,NA
60829,FALSE,FALSE,TRUE,FALSE,FALSE,1,31,31
60836,FALSE,FALSE,FALSE,TRUE,FALSE,1,121,121
60838,TRUE,FALSE,TRUE,FALSE,FALSE,2,0,0
60839,FALSE,FALSE,FALSE,FALSE,FALSE,1,151,151
60841,FALSE,FALSE,TRUE,FALSE,FALSE,1,29,29
60842,TRUE,FALSE,TRUE,FALSE,TRUE,1,274,274
60843,FALSE,FALSE,TRUE,TRUE,FALSE,1,60,60
60847,FALSE,FALSE,TRUE,FALSE,FALSE,1,304,304
60850,FALSE,TRUE,FALSE,FALSE,FALSE,1,274,274
60852,FALSE,FALSE,TRUE,TRUE,FALSE,1,397,NA
60853,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
60854,FALSE,FALSE,FALSE,FALSE,FALSE,1,91,91
60856,FALSE,FALSE,FALSE,FALSE,FALSE,1,397,NA
60857,FALSE,FALSE,TRUE,TRUE,FALSE,1,244,244
60859,FALSE,FALSE,FALSE,FALSE,FALSE,1,182,182
60862,FALSE,FALSE,FALSE,FALSE,FALSE,1,366,NA
60863,FALSE,TRUE,TRUE,FALSE,FALSE,1,366,NA
60864,FALSE,FALSE,TRUE,FALSE,FALSE,2,61,61
60869,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
60870,FALSE,FALSE,TRUE,FALSE,FALSE,1,366,NA
60871,FALSE,FALSE,TRUE,FALSE,TRUE,1,366,NA
60872,FALSE,TRUE,TRUE,FALSE,FALSE,1,90,90
60873,FALSE,TRUE,TRUE,TRUE,FALSE,1,121,121
60874,FALSE,TRUE,TRUE,FALSE,FALSE,1,121,121
60875,FALSE,FALSE,FALSE,FALSE,FALSE,1,29,29
60876,FALSE,TRUE,TRUE,FALSE,FALSE,1,121,121
60877,FALSE,TRUE,FALSE,FALSE,FALSE,1,60,60
60878,FALSE,FALSE,FALSE,FALSE,TRUE,1,366,NA
60882,TRUE,FALSE,TRUE,FALSE,FALSE,1,366,NA
60883,FALSE,TRUE,TRUE,TRUE,TRUE,2,30,30
60884,FALSE,FALSE,TRUE,FALSE,FALSE,1,90,90
60885,FALSE,FALSE,FALSE,FALSE,FALSE,1,60,60
60888,FALSE,FALSE,FALSE,FALSE,FALSE,2,184,NA
60889,FALSE,FALSE,FALSE,FALSE,FALSE,1,60,60
60890,FALSE,FALSE,TRUE,FALSE,TRUE,1,366,NA
60893,FALSE,TRUE,TRUE,FALSE,FALSE,1,182,182
60895,TRUE,TRUE,TRUE,FALSE,FALSE,1,243,243
60896,FALSE,FALSE,TRUE,FALSE,FALSE,1,366,NA
60897,FALSE,FALSE,FALSE,FALSE,FALSE,1,151,151
60900,FALSE,TRUE,TRUE,TRUE,TRUE,2,276,NA
60901,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
60902,FALSE,FALSE,FALSE,FALSE,FALSE,1,366,NA
60903,FALSE,FALSE,TRUE,FALSE,FALSE,1,366,NA
60904,FALSE,TRUE,TRUE,FALSE,FALSE,1,60,60
60906,TRUE,FALSE,TRUE,FALSE,FALSE,1,274,274
60907,TRUE,FALSE,TRUE,FALSE,TRUE,1,366,NA
