"","CASE_ID","close_dt","start_dt","duration","X","nClients","nMH","nClose","ratio","CASE_ID.1","MHt"
"118",32274,2016-08-01,2008-10-01,2861,118,4,2,2,0.5,32274,0
"119",32301,2017-04-01,2008-11-01,3073,119,3,2,2,0.67,32301,0
"120",32324,2017-04-01,2008-11-01,3073,120,8,4,5,0.5,32324,0
"121",32334,2017-04-01,2016-06-01,304,121,14,6,5,0.43,32334,-1
"122",32397,2017-04-01,2009-01-01,3012,122,6,2,2,0.33,32397,-1
"123",32418,2016-05-01,2009-02-01,2646,123,7,2,3,0.29,32418,0
"124",32428,2017-04-01,2009-02-01,2981,124,7,5,2,0.71,32428,0
"125",32478,2017-04-01,2009-03-01,2953,125,8,4,2,0.5,32478,-1
"126",32542,2016-10-01,2014-07-01,823,126,12,8,5,0.67,32542,-1
"127",32604,2017-04-01,2008-09-01,3134,127,6,0,2,0,32604,0
"128",32613,2017-04-01,2009-04-01,2922,128,13,7,3,0.54,32613,-1
"129",32615,2016-04-01,2008-12-01,2678,129,6,5,4,0.83,32615,-1
"130",32659,2017-04-01,2008-09-01,3134,130,4,3,4,0.75,32659,0
"131",32668,2016-07-01,2008-11-01,2799,131,6,1,5,0.17,32668,-1
"132",32680,2016-09-01,2012-10-01,1431,132,11,7,4,0.64,32680,-1
"133",32716,2017-01-01,2008-12-01,2953,133,5,2,3,0.4,32716,0
"134",32731,2016-07-01,2011-09-01,1765,134,4,1,4,0.25,32731,0
"135",32754,2017-04-01,2009-03-01,2953,135,7,5,3,0.71,32754,-1
"136",32790,2017-04-01,2012-01-01,1917,136,8,5,3,0.62,32790,-1
"137",32801,2017-04-01,2009-05-01,2892,137,7,1,3,0.14,32801,0
"138",32809,2016-11-01,2009-01-01,2861,138,4,2,2,0.5,32809,0
"139",32839,2016-05-01,2008-01-01,3043,139,6,2,3,0.33,32839,0
"140",32902,2017-04-01,2009-06-01,2861,140,5,2,6,0.4,32902,0
"141",32945,2017-04-01,2009-07-01,2831,141,6,2,4,0.33,32945,0
"142",32961,2016-11-01,2009-07-01,2680,142,4,3,2,0.75,32961,-1
"143",32980,2016-09-01,2016-07-01,62,143,5,1,2,0.2,32980,0
"144",32993,2017-04-01,2009-07-01,2831,144,5,1,2,0.2,32993,0
"145",33098,2017-04-01,2009-08-01,2800,145,10,6,2,0.6,33098,-1
"146",33101,2017-04-01,2009-08-01,2800,146,5,2,2,0.4,33101,0
"147",33102,2016-09-01,2009-08-01,2588,147,6,3,3,0.5,33102,0
"148",33135,2017-04-01,2009-08-01,2800,148,13,8,6,0.62,33135,0
"149",33138,2017-04-01,2009-08-01,2800,149,9,3,2,0.33,33138,-1
"150",33139,2017-04-01,2009-08-01,2800,150,15,7,4,0.47,33139,-1
"151",33170,2016-06-01,2009-08-01,2496,151,4,3,3,0.75,33170,0
"152",33197,2016-12-01,2009-09-01,2648,152,5,2,2,0.4,33197,0
"153",33255,2017-04-01,2009-09-01,2769,153,5,4,2,0.8,33255,0
"154",33268,2017-04-01,2009-09-01,2769,154,6,3,2,0.5,33268,0
"155",33274,2017-04-01,2009-09-01,2769,155,4,2,2,0.5,33274,0
"156",33289,2016-07-01,2009-09-01,2495,156,4,0,3,0,33289,-1
"157",33301,2017-04-01,2009-09-01,2769,157,5,2,3,0.4,33301,-1
"158",33339,2017-04-01,2009-09-01,2769,158,9,3,3,0.33,33339,0
"159",33342,2017-04-01,2009-09-01,2769,159,7,2,2,0.29,33342,0
"160",33349,2017-04-01,2009-09-01,2769,160,4,3,4,0.75,33349,0
"161",33366,2017-04-01,2016-04-01,365,161,11,2,2,0.18,33366,-1
"162",33405,2017-04-01,2015-09-01,578,162,4,1,2,0.25,33405,-1
"163",33410,2017-04-01,2009-10-01,2739,163,4,0,5,0,33410,NA
"164",33413,2016-10-01,2012-02-01,1704,164,8,2,3,0.25,33413,0
"165",33453,2017-04-01,2009-10-01,2739,165,9,3,3,0.33,33453,-1
"166",33472,2017-04-01,2009-11-01,2708,166,4,1,3,0.25,33472,-1
"167",33514,2017-04-01,2009-11-01,2708,167,6,2,3,0.33,33514,0
"168",33598,2016-05-01,2016-02-01,90,168,12,7,4,0.58,33598,-1
"169",33624,2017-04-01,2009-12-01,2678,169,4,0,2,0,33624,-1
"170",33648,2017-04-01,2009-12-01,2678,170,11,5,4,0.45,33648,-1
"171",33651,2016-12-01,2009-12-01,2557,171,2,0,4,0,33651,0
"172",33671,2017-04-01,2011-09-01,2039,172,7,2,5,0.29,33671,0
"173",33673,2017-04-01,2010-01-01,2647,173,9,6,5,0.67,33673,-1
"174",33692,2017-04-01,2009-07-01,2831,174,6,1,3,0.17,33692,0
"175",33693,2016-05-01,2010-01-01,2312,175,3,0,2,0,33693,NA
"176",33700,2016-07-01,2010-01-01,2373,176,5,1,2,0.2,33700,-1
"177",33724,2016-08-01,2010-01-01,2404,177,5,2,5,0.4,33724,0
"178",33771,2016-12-01,2010-01-01,2526,178,7,1,2,0.14,33771,0
"179",33809,2016-12-01,2010-02-01,2495,179,8,2,2,0.25,33809,0
"180",33820,2016-07-01,2016-02-01,151,180,9,3,4,0.33,33820,-1
"181",33824,2017-04-01,2010-02-01,2616,181,7,4,3,0.57,33824,0
"182",33841,2016-12-01,2010-02-01,2495,182,6,4,2,0.67,33841,-1
"183",33876,2016-10-01,2010-02-01,2434,183,5,4,2,0.8,33876,-1
"184",33902,2016-08-01,2010-03-01,2345,184,4,2,2,0.5,33902,0
"185",33904,2017-04-01,2010-03-01,2588,185,3,0,2,0,33904,0
"186",33941,2017-04-01,2010-03-01,2588,186,6,0,2,0,33941,NA
"187",33950,2017-04-01,2010-03-01,2588,187,7,1,2,0.14,33950,0
"188",33958,2017-04-01,2010-03-01,2588,188,2,1,2,0.5,33958,0
"189",34021,2017-01-01,2010-04-01,2467,189,5,3,2,0.6,34021,-1
"190",34082,2017-04-01,2010-04-01,2557,190,8,4,3,0.5,34082,-1
"191",34126,2017-04-01,2010-04-01,2557,191,6,0,2,0,34126,-1
"192",34145,2016-12-01,2010-05-01,2406,192,8,4,3,0.5,34145,-1
"193",34154,2017-04-01,2016-03-01,396,193,9,8,2,0.89,34154,-1
"194",34155,2017-04-01,2010-05-01,2527,194,6,3,3,0.5,34155,0
"195",34193,2016-12-01,2010-05-01,2406,195,16,2,5,0.12,34193,-1
"196",34279,2017-04-01,2010-05-01,2527,196,9,5,5,0.56,34279,-1
"197",34312,2017-04-01,2010-05-01,2527,197,4,1,3,0.25,34312,0
"198",34319,2017-04-01,2016-10-01,182,198,6,5,2,0.83,34319,-1
"199",34341,2016-12-01,2010-05-01,2406,199,6,1,3,0.17,34341,0
"200",34622,2017-04-01,2004-04-01,4748,200,4,3,3,0.75,34622,-1
"201",34771,2017-04-01,2010-06-01,2496,201,5,4,3,0.8,34771,0
"202",34779,2017-04-01,2010-06-01,2496,202,7,6,3,0.86,34779,0
"203",34815,2017-04-01,2010-06-01,2496,203,7,2,2,0.29,34815,0
"204",34842,2017-04-01,2010-06-01,2496,204,3,1,2,0.33,34842,0
"205",34851,2016-10-01,2016-09-01,30,205,7,4,3,0.57,34851,-1
"206",34866,2017-04-01,2010-07-01,2466,206,10,6,4,0.6,34866,-1
"207",34868,2016-12-01,2010-07-01,2345,207,14,5,2,0.36,34868,-1
"208",34871,2017-04-01,2016-08-01,243,208,5,0,4,0,34871,NA
"209",34889,2016-10-01,2010-07-01,2284,209,5,2,2,0.4,34889,0
"210",34896,2017-04-01,2010-07-01,2466,210,6,4,3,0.67,34896,-1
"211",34902,2017-04-01,2010-07-01,2466,211,5,2,4,0.4,34902,0
"212",34933,2017-04-01,2013-12-01,1217,212,10,4,3,0.4,34933,0
"213",34938,2016-05-01,2010-07-01,2131,213,3,2,2,0.67,34938,0
"214",35045,2017-04-01,2016-05-01,335,214,4,2,2,0.5,35045,0
"215",35070,2016-03-01,2008-03-01,2922,215,5,4,2,0.8,35070,0
"216",35095,2017-04-01,2009-07-01,2831,216,5,4,2,0.8,35095,-1
"217",35137,2017-04-01,2010-08-01,2435,217,3,1,2,0.33,35137,0
"218",35211,2016-04-01,2010-08-01,2070,218,3,2,3,0.67,35211,-1
"219",35279,2016-12-01,2010-09-01,2283,219,14,5,3,0.36,35279,-1
"220",35292,2017-04-01,2016-10-01,182,220,9,4,2,0.44,35292,-1
"221",35343,2017-04-01,2014-10-01,913,221,8,3,4,0.38,35343,-1
"222",35460,2017-04-01,2016-07-01,274,222,7,4,3,0.57,35460,0
"223",35475,2017-04-01,2010-11-01,2343,223,10,7,3,0.7,35475,-1
"224",35485,2016-07-01,2010-11-01,2069,224,5,3,3,0.6,35485,0
"225",35486,2017-04-01,2010-11-01,2343,225,3,0,3,0,35486,-1
"226",35495,2016-01-01,2010-11-01,1887,226,7,5,4,0.71,35495,-1
"227",36008,2016-02-01,2016-01-01,31,227,5,2,3,0.4,36008,-1
"228",36714,2017-04-01,2009-01-01,3012,228,3,1,2,0.33,36714,0
"229",37967,2017-04-01,2012-12-01,1582,229,5,3,4,0.6,37967,-1
"230",38507,2017-04-01,2010-07-01,2466,230,3,2,2,0.67,38507,0
"231",39033,2017-04-01,2003-09-01,4961,231,5,1,2,0.2,39033,0
"232",39138,2017-04-01,2004-03-01,4779,232,4,1,2,0.25,39138,0
"233",39146,2017-04-01,2005-04-01,4383,233,4,3,2,0.75,39146,-1
"234",39179,2017-04-01,2004-07-01,4657,234,6,3,3,0.5,39179,-1
"235",39962,2017-04-01,2007-05-01,3623,235,8,5,2,0.62,39962,0
"236",40541,2017-04-01,2016-07-01,274,236,7,0,2,0,40541,NA
"237",40747,2017-04-01,2010-10-01,2374,237,4,3,1,0.75,40747,0
"238",41622,2017-04-01,2012-04-01,1826,238,9,5,2,0.56,41622,0
"239",41785,2016-08-01,2004-11-01,4291,239,5,3,3,0.6,41785,0
"240",42009,2017-04-01,2016-01-01,456,240,6,4,1,0.67,42009,0
"241",42049,2016-02-01,2008-07-01,2771,241,8,4,2,0.5,42049,0
"242",42175,2017-04-01,2016-08-01,243,242,5,3,2,0.6,42175,-1
"243",43069,2017-04-01,2007-04-01,3653,243,4,0,3,0,43069,0
"244",43283,2017-04-01,2016-05-01,335,244,3,0,2,0,43283,NA
"245",47057,2017-04-01,2010-12-01,2313,245,5,0,2,0,47057,0
"246",47089,2017-04-01,2010-12-01,2313,246,8,4,2,0.5,47089,-1
"247",47106,2016-10-01,2010-12-01,2131,247,5,1,2,0.2,47106,0
"248",47149,2017-04-01,2011-01-01,2282,248,6,3,3,0.5,47149,-1
"249",47157,2017-04-01,2011-01-01,2282,249,7,4,4,0.57,47157,0
"250",47220,2017-04-01,2016-05-01,335,250,9,4,3,0.44,47220,-1
"251",47253,2017-04-01,2011-01-01,2282,251,4,3,2,0.75,47253,0
"252",47271,2016-04-01,2011-01-01,1917,252,4,1,3,0.25,47271,0
"253",47289,2017-04-01,2011-02-01,2251,253,5,2,3,0.4,47289,-1
"254",47530,2017-04-01,2011-02-01,2251,254,5,3,2,0.6,47530,-1
"255",47536,2017-04-01,2011-02-01,2251,255,1,0,2,0,47536,0
"256",47572,2017-04-01,2016-11-01,151,256,7,4,3,0.57,47572,-1
"257",47573,2016-06-01,2012-09-01,1369,257,6,2,4,0.33,47573,-1
"258",47590,2017-04-01,2011-02-01,2251,258,8,3,2,0.38,47590,0
"259",47592,2017-04-01,2011-02-01,2251,259,7,1,3,0.14,47592,0
"260",47653,2017-04-01,2011-03-01,2223,260,5,1,3,0.2,47653,0
"261",47655,2016-10-01,2015-09-01,396,261,11,5,3,0.45,47655,-1
"262",47678,2017-04-01,2011-03-01,2223,262,10,2,3,0.2,47678,0
"263",47740,2016-09-01,2011-03-01,2011,263,5,2,2,0.4,47740,0
"264",47767,2016-08-01,2011-03-01,1980,264,10,8,2,0.8,47767,-1
"265",47775,2016-11-01,2011-03-01,2072,265,12,4,3,0.33,47775,0
"266",47804,2017-04-01,2016-10-01,182,266,3,2,2,0.67,47804,-1
"267",47829,2016-09-01,2009-02-01,2769,267,4,3,2,0.75,47829,0
"268",48227,2017-04-01,2010-02-01,2616,268,3,2,5,0.67,48227,0
"269",48241,2017-04-01,2010-02-01,2616,269,7,2,2,0.29,48241,0
"270",48256,2016-06-01,2009-08-01,2496,270,5,1,2,0.2,48256,1
"271",48289,2017-04-01,2016-09-01,212,271,6,3,2,0.5,48289,-1
"272",48296,2017-04-01,2016-05-01,335,272,9,8,2,0.89,48296,-1
"273",48337,2017-04-01,2011-02-01,2251,273,4,3,2,0.75,48337,-1
"274",48361,2017-01-01,2009-04-01,2832,274,6,4,3,0.67,48361,0
"275",48366,2016-04-01,2008-05-01,2892,275,5,1,2,0.2,48366,-1
"276",48398,2017-04-01,2009-05-01,2892,276,5,2,2,0.4,48398,0
"277",48433,2017-04-01,2009-03-01,2953,277,7,4,3,0.57,48433,-1
"278",48475,2017-04-01,2009-04-01,2922,278,7,5,3,0.71,48475,-1
"279",48488,2017-04-01,2009-11-01,2708,279,6,0,2,0,48488,-1
"280",48526,2017-04-01,2011-01-01,2282,280,5,4,3,0.8,48526,-1
"281",48532,2017-04-01,2010-03-01,2588,281,6,1,3,0.17,48532,0
"282",48539,2017-04-01,2009-02-01,2981,282,4,2,2,0.5,48539,-1
"283",48555,2016-08-01,2008-09-01,2891,283,6,3,3,0.5,48555,0
"284",48565,2016-05-01,2009-03-01,2618,284,3,0,2,0,48565,-1
"285",48613,2017-01-01,2010-02-01,2526,285,4,0,2,0,48613,-1
"286",48665,2017-04-01,2009-06-01,2861,286,3,0,2,0,48665,NA
"287",48717,2017-04-01,2009-04-01,2922,287,9,5,4,0.56,48717,-1
"288",48721,2016-05-01,2011-01-01,1947,288,5,4,4,0.8,48721,-1
"289",48753,2016-12-01,2008-08-01,3044,289,7,2,2,0.29,48753,0
"290",48756,2017-04-01,2009-12-01,2678,290,6,4,3,0.67,48756,0
"291",48776,2016-03-01,2009-05-01,2496,291,9,0,2,0,48776,NA
"292",48782,2016-12-01,2010-04-01,2436,292,3,1,2,0.33,48782,0
"293",48805,2017-04-01,2013-04-01,1461,293,11,8,3,0.73,48805,-1
"294",48810,2017-04-01,2008-07-01,3196,294,7,1,3,0.14,48810,0
"295",48817,2016-11-01,2008-11-01,2922,295,7,5,2,0.71,48817,0
"296",48820,2016-08-01,2008-10-01,2861,296,5,1,2,0.2,48820,-1
"297",48828,2017-04-01,2010-12-01,2313,297,5,3,3,0.6,48828,0
"298",48851,2017-04-01,2016-12-01,121,298,6,1,4,0.17,48851,0
"299",48879,2017-01-01,2009-09-01,2679,299,15,3,2,0.2,48879,-1
"300",48947,2017-01-01,2007-08-01,3441,300,7,3,2,0.43,48947,0
"301",49016,2017-04-01,2015-12-01,487,301,5,2,2,0.4,49016,0
"302",49055,2016-06-01,2009-05-01,2588,302,4,2,3,0.5,49055,0
"303",49081,2016-09-01,2008-04-01,3075,303,7,1,2,0.14,49081,-1
"304",49086,2017-04-01,2008-10-01,3104,304,4,1,2,0.25,49086,0
"305",49188,2016-06-01,2008-06-01,2922,305,7,0,3,0,49188,NA
"306",49410,2017-04-01,2016-01-01,456,306,11,3,2,0.27,49410,0
"307",49447,2017-01-01,2009-05-01,2802,307,8,1,4,0.12,49447,-1
"308",49456,2017-04-01,2009-02-01,2981,308,6,2,2,0.33,49456,-1
"309",49551,2017-04-01,2009-04-01,2922,309,4,1,2,0.25,49551,0
"310",49562,2017-04-01,2010-12-01,2313,310,3,0,2,0,49562,0
"311",49568,2017-04-01,2009-05-01,2892,311,6,4,4,0.67,49568,0
"312",49584,2016-11-01,2009-05-01,2741,312,5,4,3,0.8,49584,0
"313",49634,2017-04-01,2009-06-01,2861,313,6,2,2,0.33,49634,0
"314",49662,2016-03-01,2009-07-01,2435,314,7,3,3,0.43,49662,-1
"315",49678,2017-04-01,2009-07-01,2831,315,6,2,2,0.33,49678,-1
"316",49680,2017-04-01,2016-04-01,365,316,5,2,2,0.4,49680,0
"317",49689,2016-12-01,2009-07-01,2710,317,5,1,2,0.2,49689,0
"318",49740,2017-01-01,2015-10-01,458,318,5,3,2,0.6,49740,-1
"319",49870,2016-06-01,2010-10-01,2070,319,4,1,4,0.25,49870,0
"320",49946,2016-02-01,2016-01-01,31,320,8,4,2,0.5,49946,-1
"321",50096,2016-04-01,2010-07-01,2101,321,4,2,2,0.5,50096,0
"322",50199,2017-04-01,2010-10-01,2374,322,8,2,3,0.25,50199,-1
"323",50263,2017-01-01,2010-12-01,2223,323,7,4,2,0.57,50263,-1
"324",50545,2017-01-01,2012-06-01,1675,324,3,2,3,0.67,50545,0
"325",50644,2017-04-01,2009-09-01,2769,325,8,4,2,0.5,50644,-1
"326",50647,2017-01-01,2006-07-01,3837,326,4,3,3,0.75,50647,0
"327",50662,2017-04-01,2006-09-01,3865,327,6,4,3,0.67,50662,-1
"328",50805,2017-04-01,2011-04-01,2192,328,5,4,2,0.8,50805,0
"329",50813,2016-10-01,2011-04-01,2010,329,5,4,5,0.8,50813,0
"330",50815,2017-04-01,2011-04-01,2192,330,9,4,3,0.44,50815,-1
"331",50867,2017-04-01,2012-06-01,1765,331,6,3,3,0.5,50867,-1
"332",50874,2017-04-01,2011-04-01,2192,332,6,4,2,0.67,50874,0
"333",50942,2017-01-01,2011-05-01,2072,333,8,1,2,0.12,50942,0
"334",50985,2016-06-01,2009-11-01,2404,334,4,1,2,0.25,50985,0
"335",51053,2017-04-01,2011-05-01,2162,335,7,5,2,0.71,51053,-1
"336",51085,2017-04-01,2016-10-01,182,336,8,3,3,0.38,51085,0
"337",51098,2016-10-01,2011-06-01,1949,337,7,5,2,0.71,51098,-1
"338",51129,2016-06-01,2011-06-01,1827,338,7,2,4,0.29,51129,0
"339",51132,2017-04-01,2011-06-01,2131,339,5,4,2,0.8,51132,0
"340",51178,2017-04-01,2011-06-01,2131,340,3,1,2,0.33,51178,0
"341",51184,2017-04-01,2011-06-01,2131,341,5,4,2,0.8,51184,0
"342",51196,2017-04-01,2011-06-01,2131,342,4,2,2,0.5,51196,0
"343",51306,2017-04-01,2011-07-01,2101,343,8,3,2,0.38,51306,0
"344",51334,2016-06-01,2016-04-01,61,344,6,1,2,0.17,51334,0
"345",51337,2016-11-01,2011-07-01,1950,345,5,0,2,0,51337,NA
"346",51343,2016-04-01,2016-02-01,60,346,5,3,2,0.6,51343,0
"347",51388,2017-04-01,2011-07-01,2101,347,3,0,2,0,51388,NA
"348",51404,2016-03-01,2011-07-01,1705,348,6,2,3,0.33,51404,-1
"349",51416,2016-09-01,2011-07-01,1889,349,5,3,2,0.6,51416,0
"350",51473,2017-04-01,2011-08-01,2070,350,7,3,2,0.43,51473,-1
"351",51485,2016-08-01,2016-02-01,182,351,3,0,1,0,51485,NA
"352",51645,2017-04-01,2011-08-01,2070,352,9,4,3,0.44,51645,0
"353",51650,2016-07-01,2011-08-01,1796,353,8,4,2,0.5,51650,-1
"354",51689,2016-09-01,2011-08-01,1858,354,3,2,4,0.67,51689,0
"355",51692,2016-10-01,2011-08-01,1888,355,5,0,2,0,51692,NA
"356",51693,2016-12-01,2011-08-01,1949,356,7,2,2,0.29,51693,0
"357",51696,2017-01-01,2011-08-01,1980,357,5,2,2,0.4,51696,0
"358",51908,2017-04-01,2011-09-01,2039,358,6,2,4,0.33,51908,0
"359",51910,2017-04-01,2011-09-01,2039,359,7,5,1,0.71,51910,-1
"360",51922,2016-02-01,2011-09-01,1614,360,6,1,2,0.17,51922,0
"361",51950,2017-04-01,2016-12-01,121,361,10,4,5,0.4,51950,-1
"362",52005,2017-04-01,2011-09-01,2039,362,4,1,2,0.25,52005,0
"363",52058,2017-04-01,2011-09-01,2039,363,6,2,4,0.33,52058,-1
"364",52085,2017-04-01,2016-07-01,274,364,9,4,4,0.44,52085,0
"365",52145,2017-04-01,2011-10-01,2009,365,7,5,3,0.71,52145,-1
"366",52184,2016-06-01,2011-10-01,1705,366,6,2,2,0.33,52184,-1
"367",52204,2017-04-01,2016-09-01,212,367,4,3,2,0.75,52204,-1
"368",52223,2016-08-01,2011-10-01,1766,368,5,1,3,0.2,52223,0
"369",52239,2017-04-01,2016-09-01,212,369,14,2,2,0.14,52239,-1
"370",52276,2016-03-01,2011-11-01,1582,370,5,2,2,0.4,52276,0
"371",52283,2016-10-01,2011-11-01,1796,371,5,3,2,0.6,52283,0
"372",52302,2016-09-01,2016-03-01,184,372,9,4,2,0.44,52302,-1
"373",52338,2017-04-01,2011-11-01,1978,373,4,3,2,0.75,52338,-1
"374",52343,2016-11-01,2011-11-01,1827,374,6,3,2,0.5,52343,-1
"375",52359,2017-04-01,2016-10-01,182,375,6,2,2,0.33,52359,-1
"376",52372,2017-04-01,2011-11-01,1978,376,6,2,2,0.33,52372,0
"377",52375,2017-04-01,2011-11-01,1978,377,5,2,2,0.4,52375,0
"378",52396,2016-05-01,2016-03-01,61,378,5,1,2,0.2,52396,-1
"379",52405,2017-04-01,2015-12-01,487,379,5,3,3,0.6,52405,-1
"380",52485,2016-12-01,2011-12-01,1827,380,3,0,4,0,52485,NA
"381",52546,2016-03-01,2011-12-01,1552,381,5,3,3,0.6,52546,-1
"382",52552,2016-12-01,2011-12-01,1827,382,8,3,2,0.38,52552,0
"383",52761,2016-03-01,2012-02-01,1490,383,8,1,3,0.12,52761,-1
"384",52926,2017-04-01,2012-02-01,1886,384,5,1,2,0.2,52926,-1
"385",52937,2016-08-01,2012-02-01,1643,385,4,3,3,0.75,52937,0
"386",52947,2016-06-01,2015-07-01,336,386,6,2,4,0.33,52947,-1
"387",52964,2017-04-01,2012-03-01,1857,387,4,0,3,0,52964,NA
"388",52971,2016-12-01,2012-03-01,1736,388,5,0,2,0,52971,NA
"389",52976,2016-04-01,2011-11-01,1613,389,6,1,2,0.17,52976,0
"390",53000,2017-04-01,2012-03-01,1857,390,3,2,2,0.67,53000,0
"391",53005,2016-07-01,2012-03-01,1583,391,9,5,2,0.56,53005,-1
"392",53054,2017-04-01,2012-03-01,1857,392,3,2,2,0.67,53054,0
"393",53115,2016-12-01,2012-03-01,1736,393,5,2,2,0.4,53115,0
"394",53194,2016-03-01,2012-04-01,1430,394,4,1,2,0.25,53194,0
"395",53200,2017-04-01,2012-04-01,1826,395,7,2,2,0.29,53200,-1
"396",53205,2017-04-01,2012-04-01,1826,396,10,5,1,0.5,53205,0
"397",53215,2016-08-01,2012-04-01,1583,397,3,1,2,0.33,53215,0
"398",53264,2017-04-01,2012-04-01,1826,398,4,2,2,0.5,53264,0
"399",53266,2017-04-01,2012-04-01,1826,399,5,1,2,0.2,53266,0
"400",53282,2017-04-01,2012-04-01,1826,400,8,4,2,0.5,53282,0
"401",53305,2017-04-01,2012-04-01,1826,401,8,2,2,0.25,53305,-1
"402",53410,2017-01-01,2012-05-01,1706,402,5,0,2,0,53410,NA
"403",53426,2017-04-01,2012-05-01,1796,403,6,2,2,0.33,53426,0
"404",53432,2017-04-01,2012-05-01,1796,404,10,5,2,0.5,53432,0
"405",53446,2017-04-01,2012-05-01,1796,405,4,2,2,0.5,53446,0
"406",53534,2016-04-01,2012-05-01,1431,406,5,4,3,0.8,53534,0
"407",53561,2017-04-01,2012-05-01,1796,407,7,5,2,0.71,53561,-1
"408",53573,2017-01-01,2012-06-01,1675,408,5,1,2,0.2,53573,-1
"409",53575,2017-04-01,2012-06-01,1765,409,7,5,4,0.71,53575,0
"410",53603,2016-01-01,2012-06-01,1309,410,8,3,2,0.38,53603,-1
"411",53659,2017-04-01,2012-06-01,1765,411,5,3,3,0.6,53659,0
"412",53673,2017-04-01,2012-06-01,1765,412,6,3,2,0.5,53673,-1
"413",53679,2017-04-01,2016-05-01,335,413,3,1,1,0.33,53679,0
"414",53688,2017-04-01,2016-10-01,182,414,6,0,3,0,53688,NA
"415",53742,2017-04-01,2012-06-01,1765,415,6,2,2,0.33,53742,-1
"416",53793,2017-01-01,2016-04-01,275,416,9,5,3,0.56,53793,0
"417",53838,2017-04-01,2012-07-01,1735,417,3,1,3,0.33,53838,-1
"418",53929,2016-05-01,2012-07-01,1400,418,4,3,2,0.75,53929,-1
"419",53948,2016-09-01,2012-07-01,1523,419,5,2,2,0.4,53948,0
"420",54075,2017-01-01,2014-08-01,884,420,5,1,3,0.2,54075,0
"421",54083,2017-04-01,2016-02-01,425,421,7,4,2,0.57,54083,0
"422",54120,2017-04-01,2016-07-01,274,422,6,1,2,0.17,54120,0
"423",54125,2016-06-01,2012-08-01,1400,423,4,1,2,0.25,54125,-1
"424",54158,2017-01-01,2012-08-01,1614,424,5,2,2,0.4,54158,0
"425",54179,2017-04-01,2012-08-01,1704,425,10,7,3,0.7,54179,0
"426",54207,2017-04-01,2013-10-01,1278,426,6,5,2,0.83,54207,-1
"427",54231,2017-04-01,2013-03-01,1492,427,7,1,3,0.14,54231,-1
"428",54237,2016-07-01,2012-09-01,1399,428,2,1,3,0.5,54237,0
"429",54256,2017-01-01,2012-09-01,1583,429,5,1,2,0.2,54256,0
"430",54269,2016-07-01,2016-04-01,91,430,10,6,3,0.6,54269,0
"431",54285,2017-04-01,2016-09-01,212,431,4,0,2,0,54285,0
"432",54390,2016-09-01,2016-07-01,62,432,10,7,2,0.7,54390,-1
"433",54394,2016-11-01,2012-12-01,1431,433,6,3,2,0.5,54394,-1
"434",54427,2017-04-01,2012-10-01,1643,434,8,4,2,0.5,54427,0
"435",54505,2017-04-01,2012-10-01,1643,435,7,4,3,0.57,54505,-1
"436",54538,2017-04-01,2013-09-01,1308,436,8,1,1,0.12,54538,0
"437",54586,2016-10-01,2014-02-01,973,437,7,3,4,0.43,54586,-1
"438",54600,2017-04-01,2012-10-01,1643,438,6,1,2,0.17,54600,-1
"439",54642,2016-12-01,2012-11-01,1491,439,6,5,2,0.83,54642,-1
"440",54680,2017-04-01,2011-05-01,2162,440,5,3,3,0.6,54680,0
"441",54686,2017-04-01,2012-11-01,1612,441,6,4,2,0.67,54686,-1
"442",54748,2016-05-01,2012-11-01,1277,442,4,3,2,0.75,54748,-1
"443",54758,2016-12-01,2016-09-01,91,443,7,4,3,0.57,54758,0
"444",54781,2017-04-01,2012-11-01,1612,444,7,3,1,0.43,54781,-1
"445",54788,2016-05-01,2012-12-01,1247,445,5,3,2,0.6,54788,0
"446",54814,2017-04-01,2012-12-01,1582,446,3,0,2,0,54814,0
"447",54856,2016-10-01,2016-10-01,0,447,5,2,1,0.4,54856,-1
"448",54859,2017-04-01,2012-12-01,1582,448,7,2,2,0.29,54859,0
"449",54874,2017-04-01,2012-12-01,1582,449,15,4,3,0.27,54874,-1
"450",54935,2017-04-01,2013-01-01,1551,450,7,1,3,0.14,54935,0
"451",54949,2016-11-01,2013-01-01,1400,451,5,4,2,0.8,54949,-1
"452",54950,2017-04-01,2013-01-01,1551,452,11,6,2,0.55,54950,-1
"453",54954,2016-04-01,2013-01-01,1186,453,9,2,3,0.22,54954,0
"454",54968,2017-04-01,2013-01-01,1551,454,5,1,3,0.2,54968,0
"455",55040,2016-08-01,2016-10-01,-61,455,12,5,4,0.42,55040,-1
"456",55059,2017-04-01,2013-01-01,1551,456,4,2,2,0.5,55059,0
"457",55101,2016-06-01,2013-01-01,1247,457,4,2,2,0.5,55101,-1
"458",55112,2017-04-01,2016-10-01,182,458,10,6,2,0.6,55112,-1
"459",55133,2017-04-01,2016-12-01,121,459,5,3,2,0.6,55133,-1
"460",55136,2016-08-01,2012-12-01,1339,460,5,2,2,0.4,55136,0
"461",55175,2017-04-01,2013-01-01,1551,461,5,3,3,0.6,55175,-1
"462",55198,2016-03-01,2016-01-01,60,462,6,5,3,0.83,55198,-1
"463",55219,2017-04-01,2012-11-01,1612,463,6,2,3,0.33,55219,0
"464",55236,2016-06-01,2013-02-01,1216,464,5,4,2,0.8,55236,-1
